name,K,index,category,compute_success,n_of_clauses
6s389b02,6,0,linear,False,NA
6s389b02,6,1,linear,False,NA
6s389b02,6,2,linear,False,NA
6s389b02,6,3,linear,False,NA
6s389b02,6,4,linear,False,NA
6s389b02,6,5,linear,False,NA
6s389b02,7,0,linear,False,NA
6s389b02,7,1,linear,False,NA
6s389b02,7,2,linear,False,NA
6s389b02,7,3,linear,False,NA
6s389b02,7,4,linear,False,NA
6s389b02,7,5,linear,False,NA
6s389b02,7,6,linear,False,NA
6s389b02,8,0,linear,False,NA
6s389b02,8,1,linear,False,NA
6s389b02,8,2,linear,False,NA
6s389b02,8,3,linear,False,NA
6s389b02,8,4,linear,False,NA
6s389b02,8,5,linear,False,NA
6s389b02,8,6,linear,False,NA
6s389b02,8,7,linear,False,NA
6s389b02,9,0,linear,False,NA
6s389b02,9,1,linear,False,NA
6s389b02,9,2,linear,False,NA
6s389b02,9,3,linear,False,NA
6s389b02,9,4,linear,False,NA
6s389b02,9,5,linear,False,NA
6s389b02,9,6,linear,False,NA
6s389b02,9,7,linear,False,NA
6s389b02,9,8,linear,False,NA
6s389b02,10,0,linear,True,3865
6s389b02,10,1,linear,True,3865
6s389b02,10,2,linear,True,3865
6s389b02,10,3,linear,True,3828
6s389b02,10,4,linear,True,3833
6s389b02,10,5,linear,False,NA
6s389b02,10,6,linear,False,NA
6s389b02,10,7,linear,False,NA
6s389b02,10,8,linear,False,NA
6s389b02,10,9,linear,False,NA
6s391rb379,5,0,linear,True,2662
6s391rb379,5,1,linear,False,NA
6s391rb379,5,2,linear,False,NA
6s391rb379,5,3,linear,False,NA
6s391rb379,5,4,linear,False,NA
6s391rb379,6,0,linear,False,NA
6s391rb379,6,1,linear,False,NA
6s391rb379,6,2,linear,False,NA
6s391rb379,6,3,linear,False,NA
6s391rb379,6,4,linear,False,NA
6s391rb379,6,5,linear,False,NA
6s391rb379,7,0,linear,False,NA
6s391rb379,7,1,linear,False,NA
6s391rb379,7,2,linear,False,NA
6s391rb379,7,3,linear,False,NA
6s391rb379,7,4,linear,False,NA
6s391rb379,7,5,linear,False,NA
6s391rb379,7,6,linear,False,NA
6s391rb379,8,0,linear,False,NA
6s391rb379,8,1,linear,False,NA
6s391rb379,8,2,linear,False,NA
6s391rb379,8,3,linear,False,NA
6s391rb379,8,4,linear,False,NA
6s391rb379,8,5,linear,False,NA
6s391rb379,8,6,linear,False,NA
6s391rb379,8,7,linear,False,NA
6s391rb379,9,0,linear,False,NA
6s391rb379,9,1,linear,False,NA
6s391rb379,9,2,linear,False,NA
6s391rb379,9,3,linear,False,NA
6s391rb379,9,4,linear,False,NA
6s391rb379,9,5,linear,False,NA
6s391rb379,9,6,linear,False,NA
6s391rb379,9,7,linear,False,NA
6s391rb379,9,8,linear,False,NA
6s391rb379,10,0,linear,True,2662
6s391rb379,10,1,linear,True,2533
6s391rb379,10,2,linear,False,NA
6s391rb379,10,3,linear,False,NA
6s391rb379,10,4,linear,False,NA
6s391rb379,10,5,linear,False,NA
6s391rb379,10,6,linear,False,NA
6s391rb379,10,7,linear,False,NA
6s391rb379,10,8,linear,False,NA
6s391rb379,10,9,linear,False,NA
6s4,5,0,linear,False,NA
6s4,5,1,linear,False,NA
6s4,5,2,linear,False,NA
6s4,5,3,linear,False,NA
6s4,5,4,linear,False,NA
6s4,6,0,linear,False,NA
6s4,6,1,linear,False,NA
6s4,6,2,linear,False,NA
6s4,6,3,linear,False,NA
6s4,6,4,linear,False,NA
6s4,6,5,linear,False,NA
6s4,7,0,linear,False,NA
6s4,7,1,linear,False,NA
6s4,7,2,linear,False,NA
6s4,7,3,linear,False,NA
6s4,7,4,linear,False,NA
6s4,7,5,linear,False,NA
6s4,7,6,linear,False,NA
6s4,8,0,linear,False,NA
6s4,8,1,linear,False,NA
6s4,8,2,linear,False,NA
6s4,8,3,linear,False,NA
6s4,8,4,linear,False,NA
6s4,8,5,linear,False,NA
6s4,8,6,linear,False,NA
6s4,8,7,linear,False,NA
6s4,9,0,linear,False,NA
6s4,9,1,linear,False,NA
6s4,9,2,linear,False,NA
6s4,9,3,linear,False,NA
6s4,9,4,linear,False,NA
6s4,9,5,linear,False,NA
6s4,9,6,linear,False,NA
6s4,9,7,linear,False,NA
6s4,9,8,linear,False,NA
6s4,10,0,linear,False,NA
6s4,10,1,linear,False,NA
6s4,10,2,linear,False,NA
6s4,10,3,linear,False,NA
6s4,10,4,linear,False,NA
6s4,10,5,linear,False,NA
6s4,10,6,linear,False,NA
6s4,10,7,linear,False,NA
6s4,10,8,linear,False,NA
6s4,10,9,linear,False,NA
6s400rb07819,5,0,linear,False,NA
6s400rb07819,5,1,linear,False,NA
6s400rb07819,5,2,linear,False,NA
6s400rb07819,5,3,linear,False,NA
6s400rb07819,5,4,linear,False,NA
6s400rb07819,6,0,linear,False,NA
6s400rb07819,6,1,linear,False,NA
6s400rb07819,6,2,linear,False,NA
6s400rb07819,6,3,linear,False,NA
6s400rb07819,6,4,linear,False,NA
6s400rb07819,6,5,linear,False,NA
6s400rb07819,7,0,linear,False,NA
6s400rb07819,7,1,linear,False,NA
6s400rb07819,7,2,linear,False,NA
6s400rb07819,7,3,linear,False,NA
6s400rb07819,7,4,linear,False,NA
6s400rb07819,7,5,linear,False,NA
6s400rb07819,7,6,linear,False,NA
6s400rb07819,8,0,linear,False,NA
6s400rb07819,8,1,linear,False,NA
6s400rb07819,8,2,linear,False,NA
6s400rb07819,8,3,linear,False,NA
6s400rb07819,8,4,linear,False,NA
6s400rb07819,8,5,linear,False,NA
6s400rb07819,8,6,linear,False,NA
6s400rb07819,8,7,linear,False,NA
6s400rb07819,9,0,linear,False,NA
6s400rb07819,9,1,linear,False,NA
6s400rb07819,9,2,linear,False,NA
6s400rb07819,9,3,linear,False,NA
6s400rb07819,9,4,linear,False,NA
6s400rb07819,9,5,linear,False,NA
6s400rb07819,9,6,linear,False,NA
6s400rb07819,9,7,linear,False,NA
6s400rb07819,9,8,linear,False,NA
6s400rb07819,10,0,linear,True,14616
6s400rb07819,10,1,linear,False,NA
6s400rb07819,10,2,linear,True,14615
6s400rb07819,10,3,linear,True,14613
6s400rb07819,10,4,linear,True,14615
6s400rb07819,10,5,linear,True,14613
6s400rb07819,10,6,linear,True,14615
6s400rb07819,10,7,linear,True,14613
6s400rb07819,10,8,linear,True,14615
6s400rb07819,10,9,linear,True,14613
6s405rb611,5,0,linear,False,NA
6s405rb611,5,1,linear,False,NA
6s405rb611,5,2,linear,False,NA
6s405rb611,5,3,linear,False,NA
6s405rb611,5,4,linear,False,NA
6s405rb611,6,0,linear,False,NA
6s405rb611,6,1,linear,False,NA
6s405rb611,6,2,linear,False,NA
6s405rb611,6,3,linear,False,NA
6s405rb611,6,4,linear,False,NA
6s405rb611,6,5,linear,False,NA
6s405rb611,7,0,linear,False,NA
6s405rb611,7,1,linear,False,NA
6s405rb611,7,2,linear,False,NA
6s405rb611,7,3,linear,False,NA
6s405rb611,7,4,linear,False,NA
6s405rb611,7,5,linear,False,NA
6s405rb611,7,6,linear,False,NA
6s405rb611,8,0,linear,False,NA
6s405rb611,8,1,linear,False,NA
6s405rb611,8,2,linear,False,NA
6s405rb611,8,3,linear,False,NA
6s405rb611,8,4,linear,False,NA
6s405rb611,8,5,linear,False,NA
6s405rb611,8,6,linear,False,NA
6s405rb611,8,7,linear,False,NA
6s405rb611,9,0,linear,False,NA
6s405rb611,9,1,linear,False,NA
6s405rb611,9,2,linear,False,NA
6s405rb611,9,3,linear,False,NA
6s405rb611,9,4,linear,False,NA
6s405rb611,9,5,linear,False,NA
6s405rb611,9,6,linear,False,NA
6s405rb611,9,7,linear,False,NA
6s405rb611,9,8,linear,False,NA
6s405rb611,10,0,linear,True,11665
6s405rb611,10,1,linear,False,NA
6s405rb611,10,2,linear,False,NA
6s405rb611,10,3,linear,False,NA
6s405rb611,10,4,linear,False,NA
6s405rb611,10,5,linear,False,NA
6s405rb611,10,6,linear,False,NA
6s405rb611,10,7,linear,False,NA
6s405rb611,10,8,linear,False,NA
6s405rb611,10,9,linear,False,NA
6s406rb067,5,0,linear,False,NA
6s406rb067,5,1,linear,False,NA
6s406rb067,5,2,linear,False,NA
6s406rb067,5,3,linear,False,NA
6s406rb067,5,4,linear,False,NA
6s406rb067,6,0,linear,False,NA
6s406rb067,6,1,linear,False,NA
6s406rb067,6,2,linear,False,NA
6s406rb067,6,3,linear,False,NA
6s406rb067,6,4,linear,False,NA
6s406rb067,6,5,linear,False,NA
6s406rb067,7,0,linear,False,NA
6s406rb067,7,1,linear,False,NA
6s406rb067,7,2,linear,False,NA
6s406rb067,7,3,linear,False,NA
6s406rb067,7,4,linear,False,NA
6s406rb067,7,5,linear,False,NA
6s406rb067,7,6,linear,False,NA
6s406rb067,8,0,linear,False,NA
6s406rb067,8,1,linear,False,NA
6s406rb067,8,2,linear,False,NA
6s406rb067,8,3,linear,False,NA
6s406rb067,8,4,linear,False,NA
6s406rb067,8,5,linear,False,NA
6s406rb067,8,6,linear,False,NA
6s406rb067,8,7,linear,False,NA
6s406rb067,9,0,linear,False,NA
6s406rb067,9,1,linear,False,NA
6s406rb067,9,2,linear,False,NA
6s406rb067,9,3,linear,False,NA
6s406rb067,9,4,linear,False,NA
6s406rb067,9,5,linear,False,NA
6s406rb067,9,6,linear,False,NA
6s406rb067,9,7,linear,False,NA
6s406rb067,9,8,linear,False,NA
6s406rb067,10,0,linear,True,10538
6s406rb067,10,1,linear,False,NA
6s406rb067,10,2,linear,False,NA
6s406rb067,10,3,linear,False,NA
6s406rb067,10,4,linear,False,NA
6s406rb067,10,5,linear,False,NA
6s406rb067,10,6,linear,False,NA
6s406rb067,10,7,linear,False,NA
6s406rb067,10,8,linear,False,NA
6s406rb067,10,9,linear,False,NA
beemcycschd3b1,5,0,linear,False,NA
beemcycschd3b1,5,1,linear,False,NA
beemcycschd3b1,5,2,linear,False,NA
beemcycschd3b1,5,3,linear,False,NA
beemcycschd3b1,5,4,linear,False,NA
beemcycschd3b1,6,0,linear,False,NA
beemcycschd3b1,6,1,linear,False,NA
beemcycschd3b1,6,2,linear,False,NA
beemcycschd3b1,6,3,linear,False,NA
beemcycschd3b1,6,4,linear,False,NA
beemcycschd3b1,6,5,linear,False,NA
beemcycschd3b1,7,0,linear,False,NA
beemcycschd3b1,7,1,linear,False,NA
beemcycschd3b1,7,2,linear,False,NA
beemcycschd3b1,7,3,linear,False,NA
beemcycschd3b1,7,4,linear,False,NA
beemcycschd3b1,7,5,linear,False,NA
beemcycschd3b1,7,6,linear,False,NA
beemcycschd3b1,8,0,linear,False,NA
beemcycschd3b1,8,1,linear,False,NA
beemcycschd3b1,8,2,linear,False,NA
beemcycschd3b1,8,3,linear,False,NA
beemcycschd3b1,8,4,linear,False,NA
beemcycschd3b1,8,5,linear,False,NA
beemcycschd3b1,8,6,linear,False,NA
beemcycschd3b1,8,7,linear,False,NA
beemcycschd3b1,9,0,linear,False,NA
beemcycschd3b1,9,1,linear,False,NA
beemcycschd3b1,9,2,linear,False,NA
beemcycschd3b1,9,3,linear,False,NA
beemcycschd3b1,9,4,linear,False,NA
beemcycschd3b1,9,5,linear,False,NA
beemcycschd3b1,9,6,linear,False,NA
beemcycschd3b1,9,7,linear,False,NA
beemcycschd3b1,9,8,linear,False,NA
beemcycschd3b1,10,0,linear,True,3
beemcycschd3b1,10,1,linear,False,NA
beemcycschd3b1,10,2,linear,False,NA
beemcycschd3b1,10,3,linear,False,NA
beemcycschd3b1,10,4,linear,False,NA
beemcycschd3b1,10,5,linear,False,NA
beemcycschd3b1,10,6,linear,False,NA
beemcycschd3b1,10,7,linear,False,NA
beemcycschd3b1,10,8,linear,False,NA
beemcycschd3b1,10,9,linear,False,NA
beemelev2f1,5,0,linear,True,390942
beemelev2f1,5,1,linear,False,NA
beemelev2f1,5,2,linear,False,NA
beemelev2f1,5,3,linear,False,NA
beemelev2f1,5,4,linear,False,NA
beemelev2f1,6,0,linear,False,NA
beemelev2f1,6,1,linear,False,NA
beemelev2f1,6,2,linear,False,NA
beemelev2f1,6,3,linear,False,NA
beemelev2f1,6,4,linear,False,NA
beemelev2f1,6,5,linear,False,NA
beemelev2f1,7,0,linear,False,NA
beemelev2f1,7,1,linear,False,NA
beemelev2f1,7,2,linear,False,NA
beemelev2f1,7,3,linear,False,NA
beemelev2f1,7,4,linear,False,NA
beemelev2f1,7,5,linear,False,NA
beemelev2f1,7,6,linear,False,NA
beemelev2f1,8,0,linear,False,NA
beemelev2f1,8,1,linear,False,NA
beemelev2f1,8,2,linear,False,NA
beemelev2f1,8,3,linear,False,NA
beemelev2f1,8,4,linear,False,NA
beemelev2f1,8,5,linear,False,NA
beemelev2f1,8,6,linear,False,NA
beemelev2f1,8,7,linear,False,NA
beemelev2f1,9,0,linear,False,NA
beemelev2f1,9,1,linear,False,NA
beemelev2f1,9,2,linear,False,NA
beemelev2f1,9,3,linear,False,NA
beemelev2f1,9,4,linear,False,NA
beemelev2f1,9,5,linear,False,NA
beemelev2f1,9,6,linear,False,NA
beemelev2f1,9,7,linear,False,NA
beemelev2f1,9,8,linear,False,NA
beemelev2f1,10,0,linear,True,390942
beemelev2f1,10,1,linear,False,NA
beemelev2f1,10,2,linear,False,NA
beemelev2f1,10,3,linear,False,NA
beemelev2f1,10,4,linear,False,NA
beemelev2f1,10,5,linear,False,NA
beemelev2f1,10,6,linear,False,NA
beemelev2f1,10,7,linear,False,NA
beemelev2f1,10,8,linear,False,NA
beemelev2f1,10,9,linear,False,NA
beemfwt3f3,5,0,linear,False,NA
beemfwt3f3,5,1,linear,False,NA
beemfwt3f3,5,2,linear,False,NA
beemfwt3f3,5,3,linear,False,NA
beemfwt3f3,5,4,linear,False,NA
beemfwt3f3,6,0,linear,False,NA
beemfwt3f3,6,1,linear,False,NA
beemfwt3f3,6,2,linear,False,NA
beemfwt3f3,6,3,linear,False,NA
beemfwt3f3,6,4,linear,False,NA
beemfwt3f3,6,5,linear,False,NA
beemfwt3f3,7,0,linear,False,NA
beemfwt3f3,7,1,linear,False,NA
beemfwt3f3,7,2,linear,False,NA
beemfwt3f3,7,3,linear,False,NA
beemfwt3f3,7,4,linear,False,NA
beemfwt3f3,7,5,linear,False,NA
beemfwt3f3,7,6,linear,False,NA
beemfwt3f3,8,0,linear,False,NA
beemfwt3f3,8,1,linear,False,NA
beemfwt3f3,8,2,linear,False,NA
beemfwt3f3,8,3,linear,False,NA
beemfwt3f3,8,4,linear,False,NA
beemfwt3f3,8,5,linear,False,NA
beemfwt3f3,8,6,linear,False,NA
beemfwt3f3,8,7,linear,False,NA
beemfwt3f3,9,0,linear,False,NA
beemfwt3f3,9,1,linear,False,NA
beemfwt3f3,9,2,linear,False,NA
beemfwt3f3,9,3,linear,False,NA
beemfwt3f3,9,4,linear,False,NA
beemfwt3f3,9,5,linear,False,NA
beemfwt3f3,9,6,linear,False,NA
beemfwt3f3,9,7,linear,False,NA
beemfwt3f3,9,8,linear,False,NA
beemfwt3f3,10,0,linear,False,NA
beemfwt3f3,10,1,linear,False,NA
beemfwt3f3,10,2,linear,False,NA
beemfwt3f3,10,3,linear,False,NA
beemfwt3f3,10,4,linear,False,NA
beemfwt3f3,10,5,linear,False,NA
beemfwt3f3,10,6,linear,False,NA
beemfwt3f3,10,7,linear,False,NA
beemfwt3f3,10,8,linear,False,NA
beemfwt3f3,10,9,linear,False,NA
beemlup1b1,5,0,linear,True,4
beemlup1b1,5,1,linear,False,NA
beemlup1b1,5,2,linear,False,NA
beemlup1b1,5,3,linear,False,NA
beemlup1b1,5,4,linear,False,NA
beemlup1b1,6,0,linear,False,NA
beemlup1b1,6,1,linear,False,NA
beemlup1b1,6,2,linear,False,NA
beemlup1b1,6,3,linear,False,NA
beemlup1b1,6,4,linear,False,NA
beemlup1b1,6,5,linear,False,NA
beemlup1b1,7,0,linear,False,NA
beemlup1b1,7,1,linear,False,NA
beemlup1b1,7,2,linear,False,NA
beemlup1b1,7,3,linear,False,NA
beemlup1b1,7,4,linear,False,NA
beemlup1b1,7,5,linear,False,NA
beemlup1b1,7,6,linear,False,NA
beemlup1b1,8,0,linear,False,NA
beemlup1b1,8,1,linear,False,NA
beemlup1b1,8,2,linear,False,NA
beemlup1b1,8,3,linear,False,NA
beemlup1b1,8,4,linear,False,NA
beemlup1b1,8,5,linear,False,NA
beemlup1b1,8,6,linear,False,NA
beemlup1b1,8,7,linear,False,NA
beemlup1b1,9,0,linear,False,NA
beemlup1b1,9,1,linear,False,NA
beemlup1b1,9,2,linear,False,NA
beemlup1b1,9,3,linear,False,NA
beemlup1b1,9,4,linear,False,NA
beemlup1b1,9,5,linear,False,NA
beemlup1b1,9,6,linear,False,NA
beemlup1b1,9,7,linear,False,NA
beemlup1b1,9,8,linear,False,NA
beemlup1b1,10,0,linear,True,4
beemlup1b1,10,1,linear,False,NA
beemlup1b1,10,2,linear,False,NA
beemlup1b1,10,3,linear,False,NA
beemlup1b1,10,4,linear,False,NA
beemlup1b1,10,5,linear,False,NA
beemlup1b1,10,6,linear,False,NA
beemlup1b1,10,7,linear,False,NA
beemlup1b1,10,8,linear,False,NA
beemlup1b1,10,9,linear,False,NA
beempgsol5b1,5,0,linear,False,NA
beempgsol5b1,5,1,linear,False,NA
beempgsol5b1,5,2,linear,False,NA
beempgsol5b1,5,3,linear,False,NA
beempgsol5b1,5,4,linear,False,NA
beempgsol5b1,6,0,linear,False,NA
beempgsol5b1,6,1,linear,False,NA
beempgsol5b1,6,2,linear,False,NA
beempgsol5b1,6,3,linear,False,NA
beempgsol5b1,6,4,linear,False,NA
beempgsol5b1,6,5,linear,False,NA
beempgsol5b1,7,0,linear,False,NA
beempgsol5b1,7,1,linear,False,NA
beempgsol5b1,7,2,linear,False,NA
beempgsol5b1,7,3,linear,False,NA
beempgsol5b1,7,4,linear,False,NA
beempgsol5b1,7,5,linear,False,NA
beempgsol5b1,7,6,linear,False,NA
beempgsol5b1,8,0,linear,False,NA
beempgsol5b1,8,1,linear,False,NA
beempgsol5b1,8,2,linear,False,NA
beempgsol5b1,8,3,linear,False,NA
beempgsol5b1,8,4,linear,False,NA
beempgsol5b1,8,5,linear,False,NA
beempgsol5b1,8,6,linear,False,NA
beempgsol5b1,8,7,linear,False,NA
beempgsol5b1,9,0,linear,False,NA
beempgsol5b1,9,1,linear,False,NA
beempgsol5b1,9,2,linear,False,NA
beempgsol5b1,9,3,linear,False,NA
beempgsol5b1,9,4,linear,False,NA
beempgsol5b1,9,5,linear,False,NA
beempgsol5b1,9,6,linear,False,NA
beempgsol5b1,9,7,linear,False,NA
beempgsol5b1,9,8,linear,False,NA
beempgsol5b1,10,0,linear,False,NA
beempgsol5b1,10,1,linear,False,NA
beempgsol5b1,10,2,linear,False,NA
beempgsol5b1,10,3,linear,False,NA
beempgsol5b1,10,4,linear,False,NA
beempgsol5b1,10,5,linear,False,NA
beempgsol5b1,10,6,linear,False,NA
beempgsol5b1,10,7,linear,False,NA
beempgsol5b1,10,8,linear,False,NA
beempgsol5b1,10,9,linear,False,NA
beemptrsn1b1,5,0,linear,False,NA
beemptrsn1b1,5,1,linear,False,NA
beemptrsn1b1,5,2,linear,False,NA
beemptrsn1b1,5,3,linear,False,NA
beemptrsn1b1,5,4,linear,False,NA
beemptrsn1b1,6,0,linear,False,NA
beemptrsn1b1,6,1,linear,False,NA
beemptrsn1b1,6,2,linear,False,NA
beemptrsn1b1,6,3,linear,False,NA
beemptrsn1b1,6,4,linear,False,NA
beemptrsn1b1,6,5,linear,False,NA
beemptrsn1b1,7,0,linear,False,NA
beemptrsn1b1,7,1,linear,False,NA
beemptrsn1b1,7,2,linear,False,NA
beemptrsn1b1,7,3,linear,False,NA
beemptrsn1b1,7,4,linear,False,NA
beemptrsn1b1,7,5,linear,False,NA
beemptrsn1b1,7,6,linear,False,NA
beemptrsn1b1,8,0,linear,False,NA
beemptrsn1b1,8,1,linear,False,NA
beemptrsn1b1,8,2,linear,False,NA
beemptrsn1b1,8,3,linear,False,NA
beemptrsn1b1,8,4,linear,False,NA
beemptrsn1b1,8,5,linear,False,NA
beemptrsn1b1,8,6,linear,False,NA
beemptrsn1b1,8,7,linear,False,NA
beemptrsn1b1,9,0,linear,False,NA
beemptrsn1b1,9,1,linear,False,NA
beemptrsn1b1,9,2,linear,False,NA
beemptrsn1b1,9,3,linear,False,NA
beemptrsn1b1,9,4,linear,False,NA
beemptrsn1b1,9,5,linear,False,NA
beemptrsn1b1,9,6,linear,False,NA
beemptrsn1b1,9,7,linear,False,NA
beemptrsn1b1,9,8,linear,False,NA
beemptrsn1b1,10,0,linear,True,7
beemptrsn1b1,10,1,linear,False,NA
beemptrsn1b1,10,2,linear,False,NA
beemptrsn1b1,10,3,linear,False,NA
beemptrsn1b1,10,4,linear,False,NA
beemptrsn1b1,10,5,linear,False,NA
beemptrsn1b1,10,6,linear,False,NA
beemptrsn1b1,10,7,linear,False,NA
beemptrsn1b1,10,8,linear,False,NA
beemptrsn1b1,10,9,linear,False,NA
bj08amba2g1,5,0,linear,False,NA
bj08amba2g1,5,1,linear,False,NA
bj08amba2g1,5,2,linear,False,NA
bj08amba2g1,5,3,linear,False,NA
bj08amba2g1,5,4,linear,False,NA
bj08amba2g1,6,0,linear,False,NA
bj08amba2g1,6,1,linear,False,NA
bj08amba2g1,6,2,linear,False,NA
bj08amba2g1,6,3,linear,False,NA
bj08amba2g1,6,4,linear,False,NA
bj08amba2g1,6,5,linear,False,NA
bj08amba2g1,7,0,linear,False,NA
bj08amba2g1,7,1,linear,False,NA
bj08amba2g1,7,2,linear,False,NA
bj08amba2g1,7,3,linear,False,NA
bj08amba2g1,7,4,linear,False,NA
bj08amba2g1,7,5,linear,False,NA
bj08amba2g1,7,6,linear,False,NA
bj08amba2g1,8,0,linear,False,NA
bj08amba2g1,8,1,linear,False,NA
bj08amba2g1,8,2,linear,False,NA
bj08amba2g1,8,3,linear,False,NA
bj08amba2g1,8,4,linear,False,NA
bj08amba2g1,8,5,linear,False,NA
bj08amba2g1,8,6,linear,False,NA
bj08amba2g1,8,7,linear,False,NA
bj08amba2g1,9,0,linear,False,NA
bj08amba2g1,9,1,linear,False,NA
bj08amba2g1,9,2,linear,False,NA
bj08amba2g1,9,3,linear,False,NA
bj08amba2g1,9,4,linear,False,NA
bj08amba2g1,9,5,linear,False,NA
bj08amba2g1,9,6,linear,False,NA
bj08amba2g1,9,7,linear,False,NA
bj08amba2g1,9,8,linear,False,NA
bj08amba2g1,10,0,linear,True,21
bj08amba2g1,10,1,linear,True,23
bj08amba2g1,10,2,linear,True,277
bj08amba2g1,10,3,linear,True,11214
bj08amba2g1,10,4,linear,False,NA
bj08amba2g1,10,5,linear,False,NA
bj08amba2g1,10,6,linear,False,NA
bj08amba2g1,10,7,linear,False,NA
bj08amba2g1,10,8,linear,False,NA
bj08amba2g1,10,9,linear,False,NA
bj08amba3g1,5,0,linear,False,NA
bj08amba3g1,5,1,linear,False,NA
bj08amba3g1,5,2,linear,False,NA
bj08amba3g1,5,3,linear,False,NA
bj08amba3g1,5,4,linear,False,NA
bj08amba3g1,6,0,linear,False,NA
bj08amba3g1,6,1,linear,False,NA
bj08amba3g1,6,2,linear,False,NA
bj08amba3g1,6,3,linear,False,NA
bj08amba3g1,6,4,linear,False,NA
bj08amba3g1,6,5,linear,False,NA
bj08amba3g1,7,0,linear,False,NA
bj08amba3g1,7,1,linear,False,NA
bj08amba3g1,7,2,linear,False,NA
bj08amba3g1,7,3,linear,False,NA
bj08amba3g1,7,4,linear,False,NA
bj08amba3g1,7,5,linear,False,NA
bj08amba3g1,7,6,linear,False,NA
bj08amba3g1,8,0,linear,False,NA
bj08amba3g1,8,1,linear,False,NA
bj08amba3g1,8,2,linear,False,NA
bj08amba3g1,8,3,linear,False,NA
bj08amba3g1,8,4,linear,False,NA
bj08amba3g1,8,5,linear,False,NA
bj08amba3g1,8,6,linear,False,NA
bj08amba3g1,8,7,linear,False,NA
bj08amba3g1,9,0,linear,False,NA
bj08amba3g1,9,1,linear,False,NA
bj08amba3g1,9,2,linear,False,NA
bj08amba3g1,9,3,linear,False,NA
bj08amba3g1,9,4,linear,False,NA
bj08amba3g1,9,5,linear,False,NA
bj08amba3g1,9,6,linear,False,NA
bj08amba3g1,9,7,linear,False,NA
bj08amba3g1,9,8,linear,False,NA
bj08amba3g1,10,0,linear,True,29
bj08amba3g1,10,1,linear,True,48
bj08amba3g1,10,2,linear,True,2051
bj08amba3g1,10,3,linear,False,NA
bj08amba3g1,10,4,linear,False,NA
bj08amba3g1,10,5,linear,False,NA
bj08amba3g1,10,6,linear,False,NA
bj08amba3g1,10,7,linear,False,NA
bj08amba3g1,10,8,linear,False,NA
bj08amba3g1,10,9,linear,False,NA
bj08amba5g62,5,0,linear,False,NA
bj08amba5g62,5,1,linear,False,NA
bj08amba5g62,5,2,linear,False,NA
bj08amba5g62,5,3,linear,False,NA
bj08amba5g62,5,4,linear,False,NA
bj08amba5g62,6,0,linear,False,NA
bj08amba5g62,6,1,linear,False,NA
bj08amba5g62,6,2,linear,False,NA
bj08amba5g62,6,3,linear,False,NA
bj08amba5g62,6,4,linear,False,NA
bj08amba5g62,6,5,linear,False,NA
bj08amba5g62,7,0,linear,False,NA
bj08amba5g62,7,1,linear,False,NA
bj08amba5g62,7,2,linear,False,NA
bj08amba5g62,7,3,linear,False,NA
bj08amba5g62,7,4,linear,False,NA
bj08amba5g62,7,5,linear,False,NA
bj08amba5g62,7,6,linear,False,NA
bj08amba5g62,8,0,linear,False,NA
bj08amba5g62,8,1,linear,False,NA
bj08amba5g62,8,2,linear,False,NA
bj08amba5g62,8,3,linear,False,NA
bj08amba5g62,8,4,linear,False,NA
bj08amba5g62,8,5,linear,False,NA
bj08amba5g62,8,6,linear,False,NA
bj08amba5g62,8,7,linear,False,NA
bj08amba5g62,9,0,linear,False,NA
bj08amba5g62,9,1,linear,False,NA
bj08amba5g62,9,2,linear,False,NA
bj08amba5g62,9,3,linear,False,NA
bj08amba5g62,9,4,linear,False,NA
bj08amba5g62,9,5,linear,False,NA
bj08amba5g62,9,6,linear,False,NA
bj08amba5g62,9,7,linear,False,NA
bj08amba5g62,9,8,linear,False,NA
bj08amba5g62,10,0,linear,True,27
bj08amba5g62,10,1,linear,True,25
bj08amba5g62,10,2,linear,True,25
bj08amba5g62,10,3,linear,True,27
bj08amba5g62,10,4,linear,True,3624
bj08amba5g62,10,5,linear,False,NA
bj08amba5g62,10,6,linear,False,NA
bj08amba5g62,10,7,linear,False,NA
bj08amba5g62,10,8,linear,False,NA
bj08amba5g62,10,9,linear,False,NA
bj08aut82,5,0,linear,False,NA
bj08aut82,5,1,linear,False,NA
bj08aut82,5,2,linear,False,NA
bj08aut82,5,3,linear,False,NA
bj08aut82,5,4,linear,False,NA
bj08aut82,6,0,linear,False,NA
bj08aut82,6,1,linear,False,NA
bj08aut82,6,2,linear,False,NA
bj08aut82,6,3,linear,False,NA
bj08aut82,6,4,linear,False,NA
bj08aut82,6,5,linear,False,NA
bj08aut82,7,0,linear,False,NA
bj08aut82,7,1,linear,False,NA
bj08aut82,7,2,linear,False,NA
bj08aut82,7,3,linear,False,NA
bj08aut82,7,4,linear,False,NA
bj08aut82,7,5,linear,False,NA
bj08aut82,7,6,linear,False,NA
bj08aut82,8,0,linear,False,NA
bj08aut82,8,1,linear,False,NA
bj08aut82,8,2,linear,False,NA
bj08aut82,8,3,linear,False,NA
bj08aut82,8,4,linear,False,NA
bj08aut82,8,5,linear,False,NA
bj08aut82,8,6,linear,False,NA
bj08aut82,8,7,linear,False,NA
bj08aut82,9,0,linear,False,NA
bj08aut82,9,1,linear,False,NA
bj08aut82,9,2,linear,False,NA
bj08aut82,9,3,linear,False,NA
