name,K,index,category,compute_success,n_of_clauses
139442p0,5,0,linear,True,63
139442p0,5,1,linear,True,70
139442p0,5,2,linear,True,119
139442p0,5,3,linear,True,43295
139442p0,5,4,linear,False,NA
139442p0,6,0,linear,False,NA
139442p0,6,1,linear,False,NA
139442p0,6,2,linear,False,NA
139442p0,6,3,linear,False,NA
139442p0,6,4,linear,False,NA
139442p0,6,5,linear,False,NA
139442p0,7,0,linear,False,NA
139442p0,7,1,linear,False,NA
139442p0,7,2,linear,False,NA
139442p0,7,3,linear,False,NA
139442p0,7,4,linear,False,NA
139442p0,7,5,linear,False,NA
139442p0,7,6,linear,False,NA
139442p0,8,0,linear,False,NA
139442p0,8,1,linear,False,NA
139442p0,8,2,linear,False,NA
139442p0,8,3,linear,False,NA
139442p0,8,4,linear,False,NA
139442p0,8,5,linear,False,NA
139442p0,8,6,linear,False,NA
