instance_name,best_model,local_max_k
beemelev1f1,linear,10.0
beemelev2f1,linear,10.0
beemextnc3f1,linear,10.0
beemfrogs4f1,nonlinear,10.0
beemfwt2b2,nonlinear,10.0
beemfwt3f3,nonlinear,10.0
beemlann2f1,nonlinear,10.0
beemlifts2b1,nonlinear,10.0
beemlmprt8f1,nonlinear,10.0
beemlup1b1,linear,10.0
beemmcs6f1,nonlinear,10.0
beemmsmie1f1,linear,10.0
beempgsol5b1,nonlinear,10.0
beemprdcell2f1,linear,10.0
beemptrsn1b1,nonlinear,10.0
beemptrsn4b1,nonlinear,10.0
beemskbn3f1,nonlinear,10.0
beemszmsk1f1,linear,10.0
beemtlphn4f1,nonlinear,10.0
beemtrngt4b1,linear,10.0
bj08amba2g1,linear,10.0
bj08amba2g3f3,nonlinear,10.0
bj08amba2g4f3,nonlinear,10.0
bj08amba3g1,nonlinear,10.0
bj08amba5g62,nonlinear,10.0
bj08aut82,linear,10.0
bj08vendingcycle,linear,10.0
bjrb07amba1andenv,linear,10.0
bjrb07amba4andenv,nonlinear,10.0
bjrb07amba5andenv,nonlinear,10.0
bob05,linear,10.0
bob2,linear,10.0
bob3,linear,10.0
bob9234spec4neg,linear,10.0
bob9234spec5neg,linear,10.0
bob9234spec6neg,linear,10.0
bob9234specand,linear,10.0
bobcohdoptdcd4,nonlinear,10.0
bobcount,linear,10.0
boblivea,linear,10.0
boblivear,linear,10.0
bobmiterbm1and,linear,10.0
bobmiterbm1or,linear,10.0
bobsm5378d2,nonlinear,10.0
bobsmdct,nonlinear,10.0
bobsmi2c,nonlinear,10.0
bobsmoci,nonlinear,10.0
bobsynth09neg,linear,10.0
bobsynth13,nonlinear,10.0
bobsynthand,linear,10.0
bobsynthetic2,nonlinear,10.0
bobsynthor,nonlinear,10.0
bobtuint08neg,linear,10.0
bobtuint09neg,linear,10.0
bobtuint12neg,linear,10.0
bobtuint16neg,linear,10.0
bobtuint17neg,linear,10.0
bobtuint18neg,linear,10.0
bobtuint19neg,linear,10.0
bobtuint20neg,linear,10.0
bobtuint21neg,linear,10.0
bobtuint22neg,linear,10.0
bobtuint24,linear,10.0
bobtuint26neg,linear,10.0
bobtuintand,linear,10.0
bobtuintorneg,linear,10.0
bobtuttt,nonlinear,10.0
bobunr2p10d40l,nonlinear,10.0
bobuns2p10d100l,nonlinear,10.0
brpp1,linear,10.0
buggy_ridecore,nonlinear,10.0
cal159,nonlinear,10.0
cal161,nonlinear,10.0
cal162,nonlinear,10.0
cal21,nonlinear,10.0
cal33,nonlinear,10.0
cal35,nonlinear,10.0
cal37,nonlinear,10.0
cal4,nonlinear,10.0
cal41,nonlinear,10.0
circular_pointer_top_w128_d8_e0,nonlinear,10.0
circular_pointer_top_w16_d32_e0,nonlinear,10.0
circular_pointer_top_w32_d16_e0,nonlinear,10.0
circular_pointer_top_w32_d32_e0,nonlinear,10.0
circular_pointer_top_w64_d8_e0,nonlinear,10.0
circular_pointer_top_w8_d16_e0,nonlinear,10.0
cmudme2,linear,10.0
cmugigamax,linear,10.0
cmuperiodic,linear,10.0
counterp0,linear,10.0
csmacdp2,nonlinear,10.0
dme6p1,linear,10.0
dme6p1neg,linear,10.0
dspfilters_fastfir_second-p04,nonlinear,10.0
dspfilters_fastfir_second-p07,nonlinear,10.0
dspfilters_fastfir_second-p09,nonlinear,10.0
dspfilters_fastfir_second-p10,nonlinear,10.0
