instance_name,K,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size,cadical_solving_time
beemadd4b1,3,exponential,476298,6,79383.00,1,3,
beemadd4b1,4,exponential,625566,8,78195.75,1,3,
beemadd4b1,5,exponential,766119,10,76611.90,1,3,
beemadd4b1,6,exponential,893522,19,47027.47,1,5,
beemadd4b1,7,exponential,1020924,194,5262.49,1,60,
beemadd4b1,8,exponential,1203346,13025,92.39,1,12891,
beemadd4b1,10,exponential,1499229,46044,32.56,1,32093,
beemandrsn4b1,1,exponential,508746,1,508746.00,1,1,
beemandrsn4b1,2,exponential,817798,26,31453.77,1,25,
beemcmbrdg1f1,1,exponential,662073,32,20689.78,32,32,
beemcmbrdg1f1,2,exponential,1011484,1040,972.58,16,1024,
beemcmbrdg1f1,3,exponential,1411435,1099,1284.29,35,1024,
beemcmbrdg1f1,4,exponential,1797610,1155,1556.37,35,1024,
beemcmbrdg1f1,5,exponential,2156038,1221,1765.80,35,1024,
beemcmbrdg1f1,6,exponential,2627211,4622,568.41,66,1819,
beemcmbrdg1f1,7,exponential,3001721,5478,547.96,68,2681,
beemcmbrdg1f1,8,exponential,3438447,11767,292.21,230,4453,
beemcmbrdg1f1,9,exponential,3819852,17334,220.37,71,7650,
beemcmbrdg1f1,10,exponential,4201256,39409,106.61,72,31547,
beemcycschd3b1,10,linear,6032815,20,301640.75,1,3,
beemelev2f1,10,linear,3189753,154,20712.68,2,45,
beemextnc3f1,1,exponential,1822142,7,260306.00,7,7,
beemextnc3f1,2,exponential,2849233,15,189948.87,7,8,
beemextnc3f1,3,exponential,3864730,24,161030.42,6,11,
beemextnc3f1,4,exponential,4827632,59,81824.27,4,40,
beemextnc3f1,5,exponential,6034538,87,69362.51,4,42,
beemextnc3f1,6,exponential,7160249,93,76991.92,1,44,
beemextnc3f1,7,exponential,8181158,236,34665.92,4,97,
beemextnc3f1,8,exponential,9202066,244,37713.39,1,98,
beemextnc3f1,9,exponential,10222974,355,28797.11,1,119,
beemextnc3f1,10,exponential,11243882,421,26707.56,1,121,
beemextnc3f1,11,exponential,12752412,529,24106.64,1,133,
beemfrogs4f1,1,exponential,2740706,1,2740706.00,1,1,
beemfrogs4f1,2,exponential,4183084,2,2091542.00,1,1,
beemfrogs4f1,3,exponential,5809916,5,1161983.20,1,3,
beemfrogs4f1,4,exponential,7386449,17,434497.00,1,10,
beemfrogs4f1,5,exponential,8862142,219,40466.40,1,181,
beemfrogs4f1,6,exponential,10337834,439,23548.60,1,282,
beemfrogs4f1,7,exponential,12283276,5472,2244.75,1,4599,
beemfrogs4f1,8,exponential,14044275,1300,10803.29,1,878,
beemfwt2b2,1,exponential,4365860,1,4365860.00,1,1,
beemfwt2b2,2,exponential,6932253,8,866531.62,1,7,
beemfwt2b2,3,exponential,9235674,11,839606.73,1,7,
beemfwt2b2,4,exponential,11997765,13,922905.00,1,7,
beemfwt2b2,5,exponential,14628991,25,585159.64,1,12,
beemfwt2b2,6,exponential,17063288,31,550428.65,1,9,
beemfwt2b2,7,exponential,19497584,50,389951.68,1,12,
beemfwt2b2,8,exponential,21931880,59,371726.78,1,13,
beemfwt2b2,9,exponential,25282907,81,312134.65,1,21,
beemfwt2b2,11,exponential,30806501,326,94498.47,1,139,
beemfwt3f3,10,linear,43202218,3737,11560.67,1,901,
beemlann2f1,1,exponential,277658,6,46276.33,6,6,
beemlann2f1,2,exponential,423874,14,30276.71,3,11,
beemlann2f1,3,exponential,592712,49,12096.16,8,33,
beemlann2f1,4,exponential,755387,171,4417.47,12,117,
beemlann2f1,5,exponential,905566,887,1020.93,26,586,
beemlann2f1,6,exponential,1055744,2588,407.94,26,2033,
beemlann2f1,7,exponential,1263664,10418,121.30,104,5012,
beemlann2f1,8,exponential,1421041,37727,37.67,200,15469,
beemlann2f1,9,exponential,1609437,34838,46.20,81,16193,
beemlann2f1,10,exponential,1769902,89294,19.82,124,26440,
beemlmprt8f1,1,exponential,567598,4,141899.50,4,4,
beemlmprt8f1,2,exponential,867130,16,54195.62,4,12,
beemlmprt8f1,3,exponential,1209986,36,33610.72,4,20,
beemlmprt8f1,4,exponential,1541033,64,24078.64,4,28,
beemlmprt8f1,5,exponential,1848294,122,15149.95,10,40,
beemlmprt8f1,6,exponential,2155554,347,6211.97,22,124,
beemlmprt8f1,7,exponential,2573250,2970,866.41,52,1752,
beemlup1b1,10,linear,4687860,62,75610.65,1,7,
beemmsmie1f1,1,exponential,429970,2,214985.00,2,2,
beemmsmie1f1,2,exponential,691035,10,69103.50,1,9,
beemmsmie1f1,3,exponential,920492,42,21916.48,3,23,
beemmsmie1f1,4,exponential,1205037,80,15062.96,3,29,
beemmsmie1f1,5,exponential,1473877,515,2861.90,3,214,
beemmsmie1f1,6,exponential,1719050,4056,423.83,8,2424,
beemmsmie1f1,7,exponential,1964222,1257,1562.63,3,379,
beemmsmie1f1,8,exponential,2209394,16600,133.10,3,6860,
beemmsmie1f1,10,exponential,2820827,4471,630.92,3,879,
beemndhm4b3,1,exponential,8020670,1,8020670.00,1,1,
beemndhm4b3,2,exponential,12502883,4,3125720.75,1,3,
beemndhm4b3,3,exponential,16939602,11,1539963.82,1,7,
beemndhm4b3,4,exponential,21171216,7553,2803.02,1,7458,
beemprdcell2f1,1,exponential,204892,1,204892.00,1,1,
beemprdcell2f1,2,exponential,330165,3,110055.00,1,2,
beemprdcell2f1,3,exponential,439186,4,109796.50,1,2,
beemprdcell2f1,4,exponential,576367,18,32020.39,1,12,
beemprdcell2f1,5,exponential,705543,31,22759.45,1,13,
beemprdcell2f1,6,exponential,822580,36,22849.44,1,14,
beemprdcell2f1,7,exponential,939616,72,13050.22,1,26,
beemprdcell2f1,8,exponential,1056652,99,10673.25,1,27,
beemprdcell2f1,9,exponential,1229899,118,10422.87,1,29,
beemprdcell2f1,10,exponential,1352545,124,10907.62,1,29,
beemprdcell2f1,11,exponential,1504173,135,11142.02,1,30,
beemprdcell2f1,12,exponential,1629225,150,10861.50,1,30,
beemprdcell2f1,13,exponential,1754278,188,9331.27,1,36,
beemprdcell2f1,14,exponential,1879330,226,8315.62,1,37,
beemprdcell2f1,15,exponential,2004382,249,8049.73,1,37,
beemprdcell2f1,16,exponential,2129434,267,7975.41,1,37,
beemprdcell2f1,17,exponential,2254486,283,7966.38,1,51,
beemprdcell2f1,18,exponential,2379538,669,3556.86,1,346,
beemprdcell2f1,19,exponential,2616901,339,7719.47,1,56,
beemprdcell2f1,20,exponential,2747563,434,6330.79,1,135,
beemprdcell2f1,21,exponential,2878225,597,4821.15,2,156,
beemprdcell2f1,22,exponential,3008887,760,3959.06,5,156,
beemprdcell2f1,23,exponential,3197403,4992,640.51,1,2390,
beemprdcell2f1,24,exponential,3330471,6564,507.38,3,2648,
beemprdcell2f1,25,exponential,3463539,3877,893.36,4,2250,
beemprdcell2f1,26,exponential,3596607,3914,918.91,4,2250,
bj08amba2g1,10,linear,1577205,29,54386.38,1,4,
bj08amba2g4f3,1,exponential,4549596,1,4549596.00,1,1,
bj08amba2g4f3,2,exponential,7234797,4,1808699.25,1,3,
bj08amba2g4f3,3,exponential,9645930,8,1205741.25,1,4,
bj08amba2g4f3,4,exponential,12536581,14,895470.07,1,6,
bj08amba2g4f3,5,exponential,15290247,20,764512.35,1,7,
bj08amba2g4f3,6,exponential,17838376,28,637084.86,1,9,
bj08amba2g4f3,7,exponential,20386504,102,199867.69,1,37,
bj08amba2g4f3,8,exponential,22934632,524,43768.38,1,311,
bj08amba2g4f3,9,exponential,26441759,14094,1876.10,1,7171,
bj08amba3g1,10,linear,19347436,29,667152.97,1,4,
bj08aut82,10,linear,598811,28,21386.11,1,3,
bjrb07amba1andenv,10,linear,1760690,49,35932.45,1,6,
bob12s09,1,exponential,10670126,68,156913.62,68,68,
bob12s09,2,exponential,16909122,7599,2225.18,136,7463,
bob12s09,3,exponential,22541874,138230,163.08,534,96423,
bob9234spec4neg,10,linear,1072338,16,67021.12,1,4,
bobcohdoptdcd4,1,exponential,99830,2,49915.00,2,2,
bobcohdoptdcd4,2,exponential,161933,6,26988.83,2,4,
bobcohdoptdcd4,3,exponential,215436,24,8976.50,2,16,
bobcohdoptdcd4,4,exponential,283848,977,290.53,2,824,
bobcohdoptdcd4,5,exponential,348025,9138,38.09,6,3255,
bobcount,10,linear,99378,641,155.04,13,169,
boblivear,1,exponential,76485,2,38242.50,2,2,
boblivear,2,exponential,120622,8,15077.75,3,5,
boblivear,3,exponential,164121,21,7815.29,6,8,
boblivear,4,exponential,204646,20,10232.30,4,6,
boblivear,5,exponential,245170,52,4714.81,3,16,
boblivear,6,exponential,301522,226,1334.17,24,57,
boblivear,7,exponential,352101,1616,217.88,33,744,
bobmiterbm1or,10,linear,3814014,10,381401.40,1,1,
bobsynth13,10,linear,33287705,10,3328770.50,1,1,
bobtuint12neg,10,linear,3589147,71,50551.37,1,29,
bobtuint19neg,10,linear,3594625,105,34234.52,2,30,
bobtuint21neg,10,linear,3594625,101,35590.35,2,30,
bobtuint24,10,linear,3589147,10,358914.70,1,1,
cal102,1,exponential,9736722,1,9736722.00,1,1,
cal106,1,exponential,9445266,1,9445266.00,1,1,
cal117,1,exponential,9053842,1,9053842.00,1,1,
cal117,2,exponential,14338687,59,243028.59,2,57,
cal119,1,exponential,9415698,1,9415698.00,1,1,
cal122,1,exponential,9173522,1,9173522.00,1,1,
cal123,1,exponential,9172466,1,9172466.00,1,1,
cal125,1,exponential,9242514,1,9242514.00,1,1,
cal129,1,exponential,9156978,1,9156978.00,1,1,
cal140,1,exponential,9028146,1,9028146.00,1,1,
cal142,1,exponential,9027794,1,9027794.00,1,1,
cal143,1,exponential,9233010,1,9233010.00,1,1,
cal149,1,exponential,8934514,1,8934514.00,1,1,
cal159,10,linear,97168446,38652,2513.93,2,37911,
cal176,1,exponential,37064038,1,37064038.00,1,1,
cal176,2,exponential,57559766,46,1251299.26,2,44,
cal176,3,exponential,77866610,186,418637.69,2,126,
cal176,4,exponential,97322406,558,174412.91,2,402,
cal21,1,exponential,186050,1,186050.00,1,1,
cal21,2,exponential,294208,88,3343.27,2,86,
cal21,3,exponential,400902,3786,105.89,2,3657,
cal21,4,exponential,500946,2342,213.90,2,2250,
cal33,1,exponential,1305218,1,1305218.00,1,1,
cal33,2,exponential,1993662,396,5034.50,2,394,
cal34,1,exponential,1891574,1,1891574.00,1,1,
cal34,2,exponential,2960473,9036,327.63,2,9034,
cal4,1,exponential,652064,1,652064.00,1,1,
cal4,2,exponential,997150,96,10386.98,2,94,
cal84,1,exponential,7074921,1,7074921.00,1,1,
cal84,2,exponential,10600486,207,51210.08,2,205,
cal84,3,exponential,14928635,7082,2107.97,2,6939,
cal97,1,exponential,9330162,1,9330162.00,1,1,
cal99,1,exponential,9138674,1,9138674.00,1,1,
circular_pointer_top_w64_d8_e0,1,exponential,1503349,2,751674.50,2,2,
circular_pointer_top_w64_d8_e0,2,exponential,2254994,276,8170.27,133,143,
circular_pointer_top_w64_d8_e0,3,exponential,3199369,974,3284.77,210,500,
circular_pointer_top_w8_d16_e0,1,exponential,374390,2,187195.00,2,2,
circular_pointer_top_w8_d16_e0,2,exponential,590453,76,7769.12,34,42,
circular_pointer_top_w8_d16_e0,3,exponential,803778,184,4368.36,42,97,
circular_pointer_top_w8_d16_e0,4,exponential,1004708,329,3053.82,57,118,
circular_pointer_top_w8_d16_e0,5,exponential,1263426,8483,148.94,66,4784,
cmudme2,1,exponential,107282,2,53641.00,2,2,
cmudme2,2,exponential,164057,6,27342.83,3,3,
cmudme2,3,exponential,218190,14,15585.00,2,8,
cmudme2,4,exponential,287416,25,11496.64,2,10,
cmudme2,5,exponential,352357,33,10677.48,2,13,
cmudme2,6,exponential,410786,63,6520.41,3,19,
cmudme2,7,exponential,469214,98,4787.90,2,40,
cmudme2,8,exponential,554760,194,2859.59,3,115,
cmudme2,9,exponential,616194,454,1357.26,3,132,
cmudme2,10,exponential,691881,1086,637.09,3,347,
cmudme2,11,exponential,754605,565,1335.58,3,183,
cmudme2,12,exponential,817330,8418,97.09,3,2248,
cmudme2,13,exponential,880054,4105,214.39,3,1009,
cmudme2,14,exponential,942778,26267,35.89,3,14441,
cmudme2,15,exponential,1005502,656,1532.78,2,268,
cmudme2,16,exponential,1119392,55003,20.35,3,11334,
cmudme2,17,exponential,1185122,687,1725.07,2,106,
cmudme2,18,exponential,1250852,61097,20.47,3,11779,
cmudme2,19,exponential,1316582,159781,8.24,3,29040,
cmuperiodic,10,linear,2672019,28,95429.25,1,3,
eijks1423,1,exponential,297346,216,1376.60,216,216,
eijks1423,2,exponential,453938,1869,242.88,104,1765,
eijks1423,3,exponential,634758,7245,87.61,1783,3435,
eijks386,1,exponential,81846,208,393.49,208,208,
eijks386,2,exponential,129516,3135,41.31,789,2346,
eijks386,3,exponential,176498,4746,37.19,535,2713,
eijks386,4,exponential,220298,4769,46.19,307,2340,
eijks386,5,exponential,278740,4853,57.44,311,2923,
eijks386,6,exponential,332329,21204,15.67,1813,5262,
eijks386,7,exponential,379606,14008,27.10,606,4382,
eijks386,8,exponential,426882,27081,15.76,416,8851,
eijks386,9,exponential,474158,26795,17.70,300,10613,
eijks386,10,exponential,521434,49085,10.62,429,19468,
eijks386,11,exponential,597944,31100,19.23,276,9846,
eijks386,12,exponential,647652,70211,9.22,924,13395,
eijks386,13,exponential,712025,63139,11.28,218,16154,
eijks444,1,exponential,71829,12,5985.75,12,12,
eijks444,2,exponential,107050,22,4865.91,10,12,
eijks444,3,exponential,154529,33,4682.70,10,12,
eijks444,4,exponential,192786,49,3934.41,10,16,
eijks444,5,exponential,231042,63,3667.33,10,17,
eijks444,6,exponential,284224,79,3597.77,10,18,
eijks444,7,exponential,331957,122,2720.96,9,40,
eijks444,8,exponential,373250,125,2986.00,11,29,
eijks444,9,exponential,414542,140,2961.01,12,23,
eijks444,10,exponential,455834,621,734.03,10,459,
eijks444,11,exponential,497126,544,913.83,6,283,
eijks444,12,exponential,538418,1236,435.61,8,916,
eijks444,13,exponential,609504,1447,421.22,7,629,
eijks444,14,exponential,652920,1785,365.78,13,604,
eijks444,15,exponential,710985,939,757.17,8,315,
eijks444,16,exponential,755313,826,914.42,9,145,
eijks444,17,exponential,799642,2121,377.01,10,763,
eijks444,18,exponential,843970,2193,384.85,9,634,
eijks444,19,exponential,888298,2273,390.80,11,427,
eijks444,21,exponential,976954,11239,86.93,13,8685,
eijks713,10,linear,606060,334909,1.81,22,146596,
gen10,10,linear,9708398,387,25086.30,9,115,
gen39,10,linear,11139296,2411,4620.20,32,1258,
gen43,1,exponential,1430889,512,2794.71,512,512,
gen43,2,exponential,2188346,2277,961.07,512,1765,
gen44,1,exponential,1430583,512,2794.11,512,512,
gen44,2,exponential,2187878,18679,117.13,1067,17612,
intel001,10,linear,360997,680,530.88,1,171,
intel012,1,exponential,27677435,1,27677435.00,1,1,
intel012,2,exponential,42047262,3,14015754.00,1,2,
intel012,3,exponential,57981471,9,6442385.67,2,5,
intel012,4,exponential,73489038,6,12248173.00,1,2,
intel012,5,exponential,88137412,18,4896522.89,1,7,
intel012,6,exponential,106275984,9,11808442.67,1,2,
intel012,7,exponential,121422117,30,4047403.90,1,9,
intel012,8,exponential,138494077,12,11541173.08,1,2,
intel012,9,exponential,153853538,54,2849139.59,1,13,
intel012,10,exponential,169212998,15,11280866.53,1,2,
intel012,11,exponential,184572458,59,3128346.75,1,8,
intel012,12,exponential,199931918,18,11107328.78,1,2,
intel020,1,exponential,1648925,1,1648925.00,1,1,
intel020,2,exponential,2578282,3,859427.33,1,2,
intel020,3,exponential,3497147,11,317922.45,2,5,
intel020,4,exponential,4368418,6,728069.67,1,2,
intel020,5,exponential,5460477,27,202239.89,2,9,
intel020,6,exponential,6368486,9,707609.56,1,2,
intel020,7,exponential,7402825,40,185070.62,1,11,
intel020,8,exponential,8326582,12,693881.83,1,2,
intel020,9,exponential,9250338,57,162286.63,1,13,
intel020,10,exponential,10174094,15,678272.93,1,2,
intel037,10,linear,172154002,22,7825181.91,1,3,
intel038,10,linear,245000514,15,16333367.60,1,2,
intel039,10,linear,253448664,15,16896577.60,1,2,
intel040,1,exponential,40051470,1,40051470.00,1,1,
intel040,2,exponential,62942055,3,20980685.00,1,2,
intel040,3,exponential,83789588,5,16757917.60,1,2,
intel040,4,exponential,108188681,10,10818868.10,1,3,
intel040,5,exponential,131575769,14,9398269.21,1,4,
intel040,6,exponential,153435318,14,10959665.57,1,3,
intel040,7,exponential,175294866,16,10955929.12,1,3,
intel040,8,exponential,197154414,21,9388305.43,1,3,
intel040,9,exponential,226107573,28,8075270.46,1,4,
intel040,10,exponential,248675531,25,9947021.24,1,3,
intel040,11,exponential,274896271,27,10181343.37,1,3,
intel040,12,exponential,297767835,32,9305244.84,1,3,
intel040,13,exponential,320639400,42,7634271.43,1,4,
intel040,14,exponential,343510964,36,9541971.22,1,3,
intel040,15,exponential,366382528,38,9641645.47,1,3,
intel040,16,exponential,389254092,43,9052420.74,1,3,
intel042,10,linear,244467988,15,16297865.87,1,2,
intel057,10,linear,6289939,3773,1667.09,1,2266,
intel061,10,linear,4516538,23,196371.22,1,9,
irstdme5,1,exponential,310010,2,155005.00,2,2,
irstdme5,2,exponential,473282,7,67611.71,3,4,
irstdme5,3,exponential,661816,14,47272.57,2,8,
irstdme5,4,exponential,843468,21,40165.14,2,9,
irstdme5,5,exponential,1011166,39,25927.33,3,10,
irstdme5,6,exponential,1235303,90,13725.59,3,29,
irstdme5,7,exponential,1411040,187,7545.67,3,78,
irstdme5,8,exponential,1617965,309,5236.13,3,185,
irstdme5,9,exponential,1797150,550,3267.55,3,120,
irstdme5,10,exponential,1976334,862,2292.73,3,265,
irstdme5,11,exponential,2155518,4554,473.32,3,1820,
irstdme5,12,exponential,2439375,478,5103.29,2,158,
irstdme5,13,exponential,2626598,3842,683.65,3,874,
irstdme5,14,exponential,2813821,53513,52.58,3,19894,
irstdme5,15,exponential,3001044,540,5557.49,2,101,
irstdme6,1,exponential,472990,2,236495.00,2,2,
irstdme6,2,exponential,757941,6,126323.50,2,4,
irstdme6,3,exponential,1008130,14,72009.29,2,7,
irstdme6,4,exponential,1318534,48,27469.46,2,30,
irstdme6,5,exponential,1611813,38,42416.13,3,13,
irstdme6,6,exponential,1879138,83,22640.22,3,31,
irstdme6,7,exponential,2146462,99,21681.43,3,28,
irstdme6,8,exponential,2521978,153,16483.52,3,74,
irstdme6,9,exponential,2801296,431,6499.53,3,111,
irstdme6,10,exponential,3137421,636,4933.05,3,197,
irstdme6,11,exponential,3421881,3378,1012.99,3,1153,
irstdme6,12,exponential,3706342,6618,560.04,3,1665,
irstdme6,13,exponential,3990802,34083,117.09,3,19520,
irstdme6,14,exponential,4275262,17873,239.20,3,4283,
kenflashp01,10,linear,2118738,66,32102.09,2,10,
kenflashp04,10,linear,2837998,47,60382.94,2,5,
kenflashp07,10,linear,2837998,47,60382.94,2,5,
kenflashp08,10,linear,2827174,47,60152.64,2,5,
marlann_compute_cp_fail1-p2,10,linear,7145529,182,39261.15,2,79,
marlann_compute_cp_fail2-p0,10,linear,7077769,10,707776.90,1,1,
marlann_compute_cp_pass-p2,10,linear,7147465,269,26570.50,2,137,
mentorbm1and,1,exponential,11763308,1444,8146.34,1444,1444,
mentorbm1and,2,exponential,17853630,35,510103.71,15,20,
mentorbm1and,3,exponential,24641292,312,78978.50,14,173,
mentorbm1and,4,exponential,31238777,457,68356.19,18,216,
mentorbm1and,5,exponential,37451510,536,69872.22,17,188,
mentorbm1and,6,exponential,43664242,3400,12842.42,28,1752,
mentorbm1and,7,exponential,49876974,3184,15664.88,58,1475,
mentorbm1and,8,exponential,58091022,4559,12742.05,39,1684,
mentorbm1and,9,exponential,65480953,5891,11115.42,40,2173,
mentorbm1and,10,exponential,72010662,26690,2698.04,26,9609,
mentorbm1p01,10,linear,71983470,327,220132.94,1,46,
mentorbm1p07,10,linear,71983470,224,321354.78,1,56,
mentorbm1p09,1,exponential,11758916,1,11758916.00,1,1,
mentorbm1p09,2,exponential,17846934,2,8923467.00,1,1,
mentorbm1p09,3,exponential,24632028,5,4926405.60,1,3,
mentorbm1p09,4,exponential,31227017,12,2602251.42,1,7,
mentorbm1p09,5,exponential,37437398,20,1871869.90,1,9,
mentorbm1p09,6,exponential,43647778,36,1212438.28,1,16,
mentorbm1p09,7,exponential,49858158,46,1083873.00,1,16,
mentorbm1p09,8,exponential,58069098,53,1095643.36,1,16,
ndista128,10,linear,103206,53,1947.28,1,8,
ndista262144,10,linear,188616,55,3429.38,1,10,
neclaftp1002,10,linear,150946222,31690,4763.21,1,6965,
neclaftp2001,10,linear,88013430,33502,2627.11,1,4737,
neclaftp2002,10,linear,88013430,34338,2563.15,1,4737,
neclaftp4001,10,linear,15885039,27,588334.78,1,3,
neclaftp4002,10,linear,15885039,6291,2525.04,1,1001,
neclatcas1a001,10,linear,5733200,1924,2979.83,1,255,
nusmvguidancep1,10,linear,3172187,213,14892.90,3,80,
nusmvsyncarb5p2,10,linear,65646,40,1641.15,4,4,
nusmvtcasp2,10,linear,4922628,113,43563.08,3,31,
oc8051gm1edata,10,linear,21963726,563,39011.95,1,101,
oc8051gm2daddr,10,linear,22014876,540,40768.29,1,94,
oc8051gm7daddr,10,linear,21736620,563,38608.56,1,101,
oc8051gm98addr,10,linear,22231752,528,42105.59,1,91,
oc8051gmcadata,10,linear,22018968,515,42755.28,1,90,
oc8051gmfbaddr,10,linear,21186246,489,43325.66,1,84,
oski15a01b02s,1,exponential,133527237,1,133527237.00,1,1,
oski15a01b02s,2,exponential,199725106,2,99862553.00,1,1,
oski15a01b02s,3,exponential,278233269,3,92744423.00,1,1,
oski15a01b02s,4,exponential,347495854,4,86873963.50,1,1,
oski15a01b02s,5,exponential,416758438,22,18943565.36,1,18,
oski15a01b03s,1,exponential,133526805,1,133526805.00,1,1,
oski15a01b03s,2,exponential,199724458,4,49931114.50,1,3,
oski15a01b03s,3,exponential,278232365,10,27823236.50,1,5,
oski15a01b03s,4,exponential,347494724,318,1092750.70,1,238,
oski15a01b03s,5,exponential,416757082,594,701611.25,1,365,
oski15a01b03s,6,exponential,501062207,605,828202.00,1,366,
oski15a01b05s,10,linear,796832070,47,16953873.83,2,10,
oski15a01b15s,10,linear,796829474,36,22134152.06,1,19,
oski15a01b20s,10,linear,796917738,20,39845886.90,2,2,
oski15a01b22s,10,linear,796917738,20,39845886.90,2,2,
oski15a01b24s,10,linear,796915142,10,79691514.20,1,1,
oski15a01b30s,1,exponential,133541493,3,44513831.00,3,3,
oski15a01b30s,3,exponential,278263101,46,6049197.85,3,22,
oski15a01b30s,4,exponential,347533144,535,649594.66,3,328,
oski15a01b30s,5,exponential,416803186,1444,288644.87,6,906,
oski15a01b39s,10,linear,796832070,56,14229144.11,1,20,
oski15a01b42s,1,exponential,133527237,1,133527237.00,1,1,
oski15a01b42s,2,exponential,199725106,2,99862553.00,1,1,
oski15a01b42s,3,exponential,278233269,3,92744423.00,1,1,
oski15a01b42s,4,exponential,347495854,4,86873963.50,1,1,
oski15a01b42s,5,exponential,416758438,22,18943565.36,1,18,
oski15a01b44s,1,exponential,133527237,2,66763618.50,2,2,
oski15a01b44s,2,exponential,199725106,2,99862553.00,1,1,
oski15a01b44s,3,exponential,278233269,3,92744423.00,1,1,
oski15a01b44s,4,exponential,347495854,4,86873963.50,1,1,
oski15a01b44s,5,exponential,416758438,22,18943565.36,1,18,
oski15a01b55s,10,linear,796829474,36,22134152.06,1,19,
oski15a01b70s,1,exponential,133541493,3,44513831.00,3,3,
oski15a01b70s,3,exponential,278263101,47,5920491.51,3,23,
oski15a01b70s,4,exponential,347533144,573,606515.09,3,348,
oski15a01b70s,5,exponential,416803186,2145,194313.84,4,1501,
oski15a01b79s,10,linear,796832070,56,14229144.11,1,20,
oski15a10b14s,1,exponential,19841542,1,19841542.00,1,1,
oski15a10b14s,2,exponential,31303929,2,15651964.50,1,1,
oski15a10b14s,3,exponential,41699694,3,13899898.00,1,1,
oski15a10b14s,4,exponential,53954754,4,13488688.50,1,1,
oski15a10b14s,5,exponential,65679429,5,13135885.80,1,1,
oski15a10b17s,10,linear,124394839,19,6547096.79,1,2,
oski15a14b03s,10,linear,97118162,25544,3802.00,76,6066,
oski15a14b05s,10,linear,97118162,30940,3138.92,72,13099,
oski15a14b07s,10,linear,97118162,23,4222528.78,1,6,
oski15a14b09s,10,linear,97120428,22,4414564.91,1,5,
oski15a14b21s,10,linear,97118162,25544,3802.00,76,6066,
oski15a14b23s,10,linear,97118162,25544,3802.00,76,6066,
oski1rub03i,10,linear,331799376,36,9216649.33,1,5,
oski2b1i,10,linear,453263102,36,12590641.72,1,5,
oski2b2i,10,linear,453263102,36,12590641.72,1,5,
oski2b3i,10,linear,453263102,36,12590641.72,1,5,
oski2b4i,10,linear,453263102,37,12250354.11,1,5,
oski2b5i,10,linear,453263102,37,12250354.11,1,5,
oski2ub0i,1,exponential,73318178,1,73318178.00,1,1,
oski2ub0i,2,exponential,113420902,3,37806967.33,1,2,
oski2ub0i,3,exponential,153170422,6,25528403.67,1,3,
oski2ub0i,4,exponential,191317234,10,19131723.40,1,4,
oski2ub0i,5,exponential,236894728,12,19741227.33,1,4,
oski2ub0i,6,exponential,279999757,20,13999987.85,1,5,
oski2ub0i,7,exponential,319912626,23,13909244.61,1,5,
oski2ub0i,8,exponential,359825494,30,11994183.13,1,5,
oski2ub0i,10,exponential,453263102,36,12590641.72,1,5,
oski3b0i,1,exponential,13220598,1,13220598.00,1,1,
oski3b0i,2,exponential,20091122,3,6697040.67,1,2,
oski3b0i,3,exponential,27748482,6,4624747.00,1,3,
oski3b0i,4,exponential,35191258,10,3519125.80,1,4,
oski3b0i,5,exponential,42201318,12,3516776.50,1,4,
oski3b0i,6,exponential,50967408,20,2548370.40,1,5,
oski3b0i,7,exponential,58227826,23,2531644.61,1,5,
oski3b0i,8,exponential,66457449,30,2215248.30,1,5,
oski3b0i,9,exponential,73825166,32,2307036.44,1,5,
oski3b0i,10,exponential,81192882,36,2255357.83,1,5,
oski3b0i,11,exponential,88560598,39,2270784.56,1,5,
oski3b3i,10,linear,81192882,36,2255357.83,1,5,
pdtpmsns2,1,exponential,544993,870,626.43,870,870,
pdtswvsam6x8p1,10,linear,16899976,58,291378.90,1,14,
pdtvisblackjack0,10,linear,6709333,624,10752.14,2,87,
pdtvisblackjack1,10,linear,6717077,613,10957.71,2,86,
pdtvisblackjack2,10,linear,6717077,618,10869.06,1,87,
pdtviscoherence4,10,linear,3895444,9817,396.81,2,3196,
pdtvisgigamax3,1,exponential,285505,1,285505.00,1,1,
pdtvisgigamax3,2,exponential,437694,14,31263.86,2,12,
pdtvisgigamax3,3,exponential,613451,27,22720.41,3,13,
pdtvisgigamax3,4,exponential,782787,418,1872.70,3,303,
pdtvisgigamax3,5,exponential,939244,618,1519.81,3,365,
pdtvisgigamax3,6,exponential,1095700,1075,1019.26,2,813,
pdtvisgigamax3,7,exponential,1312173,2067,634.82,2,1465,
pdtvisgigamax3,8,exponential,1505089,1505,1000.06,2,641,
pdtvisgigamax3,9,exponential,1672261,1098,1523.01,2,555,
pdtvisgigamax3,10,exponential,1839434,2197,837.25,2,1135,
pdtvisgigamax4,10,linear,1839434,1124,1636.51,2,484,
pdtvisretherrtf1,10,linear,2175014,255,8529.47,3,38,
pdtvistimeout0,1,exponential,309665,42,7372.98,42,42,
pdtvistimeout0,2,exponential,474510,186,2551.13,27,159,
pdtvistimeout0,3,exponential,664881,678,980.65,69,515,
pdtvistimeout0,4,exponential,848298,8552,99.19,133,7758,
pdtvistwoall3,10,linear,3130213,160,19563.83,16,16,
pdtvisvsa16a10,10,linear,12635524,26,485981.69,1,3,
