instance_name,K,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size,cadical_solving_time
6s159,10,linear,2643353,872,3031.37,20,218,
6s164,1,linear,296803,1,296803.00,1,1,
6s164,2,linear,452582,2,226291.00,1,1,
6s164,3,linear,632457,3,210819.00,1,1,
6s164,4,linear,805768,4,201442.00,1,1,
6s164,5,linear,965728,5,193145.60,1,1,
6s164,6,linear,1179563,6,196593.83,1,1,
6s164,7,linear,1347191,7,192455.86,1,1,
6s164,8,linear,1544609,7648,201.96,8,6376,
6s164,9,linear,1715526,9,190614.00,1,1,
6s164,10,linear,1886442,11,171494.73,1,2,
6s184,1,exponential,5026438,76,66137.34,76,76,
6s184,2,exponential,7982866,996,8014.93,151,845,
6s20,1,exponential,10655838,40,266395.95,40,40,
6s20,2,exponential,16888074,219,77114.49,32,187,
6s202b41,1,linear,225135164,1,225135164.00,1,1,
6s202b41,2,linear,340718946,3,113572982.00,1,2,
6s202b41,3,linear,467220892,6,77870148.67,1,3,
6s202b41,4,linear,590780903,10,59078090.30,1,4,
6s202b41,5,linear,708275818,5,141655163.60,1,1,
6s202b41,6,linear,825770732,19,43461617.47,1,5,
6s202b41,7,linear,943265646,7,134752235.14,1,1,
6s202b41,8,linear,1092141054,30,36404701.80,1,6,
6s202b41,9,linear,1228174457,9,136463828.56,1,1,
6s202b41,10,linear,1350647493,43,31410406.81,1,7,
6s204b19,1,linear,74737036,1,74737036.00,1,1,
6s204b19,2,linear,115261757,3,38420585.67,1,2,
6s204b19,3,linear,155451034,6,25908505.67,1,3,
6s204b19,4,linear,193994936,19,10210259.79,1,13,
6s204b19,5,linear,240039709,5,48007941.80,1,1,
6s204b19,6,linear,283629483,75,3781726.44,1,33,
6s204b19,7,linear,323957496,7,46279642.29,1,1,
6s204b19,8,linear,364285508,178,2046547.80,1,60,
6s204b19,9,linear,404613520,9,44957057.78,1,1,
6s204b19,10,linear,458668973,546,840053.06,1,171,
6s206rb025,1,linear,51686296,1,51686296.00,1,1,
6s206rb025,2,linear,78100528,3,26033509.33,1,2,
6s206rb025,3,linear,107231358,6,17871893.00,1,3,
6s206rb025,4,linear,135642653,11,12331150.27,1,4,
6s206rb025,5,linear,162519118,14,11608508.43,1,4,
6s206rb025,6,linear,189395582,19,9968188.53,1,4,
6s206rb025,7,linear,223240074,22,10147276.09,1,4,
6s206rb025,8,linear,250983961,27,9295702.26,1,4,
6s206rb025,9,linear,282521961,30,9417398.70,1,4,
6s206rb025,10,linear,310642395,35,8875497.00,1,4,
6s206rb103,1,linear,51686296,1,51686296.00,1,1,
6s206rb103,2,linear,78100528,12,6508377.33,4,8,
6s206rb103,3,linear,107231358,15,7148757.20,4,7,
6s206rb103,4,linear,135642653,41,3308357.39,4,16,
6s206rb103,5,linear,162519118,8,20314889.75,1,4,
6s206rb103,6,linear,189395582,44,4304445.05,4,11,
6s206rb103,7,linear,223240074,10,22324007.40,1,4,
6s206rb103,8,linear,250983961,46,5456173.07,4,9,
6s206rb103,9,linear,282521961,12,23543496.75,1,4,
6s206rb103,10,linear,310642395,57,5449866.58,4,9,
6s207rb28,1,linear,12854065,1,12854065.00,1,1,
6s207rb28,2,linear,19542798,3,6514266.00,1,2,
6s207rb28,3,linear,26995229,6,4499204.83,1,3,
6s207rb28,4,linear,34241718,636,53839.18,1,600,
6s207rb28,5,linear,41065958,1504,27304.49,1,864,
6s207rb28,6,linear,47890198,2475,19349.57,1,967,
6s209b0,1,linear,9471954,8,1183994.25,8,8,
6s209b0,2,linear,14101372,7,2014481.71,1,6,
6s209b0,3,linear,19753254,17,1161956.12,1,10,
6s209b0,4,linear,24635408,11,2239582.55,1,6,
6s209b0,5,linear,29517562,62,476089.71,4,21,
6s209b0,6,linear,36180388,17,2128258.12,1,6,
6s209b0,7,linear,41315278,108,382548.87,4,27,
6s209b0,8,linear,46450168,151,307617.01,4,35,
6s209b0,9,linear,51585058,178,289803.70,4,37,
6s209b0,10,linear,56719948,225,252088.66,4,37,
6s215rb0,1,linear,3172219,1,3172219.00,1,1,
6s215rb0,2,linear,4740192,16,296262.00,3,13,
6s215rb0,3,linear,6688121,3,2229373.67,1,1,
6s215rb0,4,linear,8350550,55,151828.18,3,22,
6s215rb0,5,linear,10012978,5,2002595.60,1,1,
6s215rb0,6,linear,12139299,152,79863.81,3,45,
6s215rb0,7,linear,14095615,7,2013659.29,1,1,
6s215rb0,9,linear,17609384,9,1956598.22,1,1,
6s216rb0,1,linear,3175309,1,3175309.00,1,1,
6s216rb0,2,linear,4744776,4,1186194.00,1,3,
6s216rb0,3,linear,6694565,3,2231521.67,1,1,
6s216rb0,4,linear,8358578,12,696548.17,1,5,
6s216rb0,5,linear,10022590,5,2004518.00,1,1,
6s216rb0,6,linear,12150939,48,253144.56,1,18,
6s216rb0,7,linear,14109121,7,2015588.71,1,1,
6s216rb0,8,linear,15867679,17,933392.88,1,4,
6s216rb0,9,linear,17626238,9,1958470.89,1,1,
6s216rb0,10,linear,19384796,243,79772.82,1,90,
6s221rb14,1,linear,95766066,2,47883033.00,2,2,
6s221rb14,2,linear,144829483,8,18103685.38,2,6,
6s221rb14,3,linear,198620656,17,11683568.00,2,9,
6s221rb14,4,linear,247801273,24,10325053.04,2,9,
6s221rb14,5,linear,301114301,40,7527857.53,2,13,
6s221rb14,6,linear,350976624,51,6881894.59,2,14,
6s221rb14,7,linear,413063456,67,6165126.21,2,14,
6s221rb14,8,linear,464448569,78,5954468.83,2,14,
6s221rb14,9,linear,515833682,94,5487592.36,2,14,
6s221rb14,10,linear,574759731,105,5473902.20,2,14,
6s269r,1,exponential,1041226,1,1041226.00,1,1,
6s269r,2,exponential,1666273,3,555424.33,1,2,
6s269r,3,exponential,2220014,6,370002.33,1,3,
6s269r,4,exponential,2898142,10,289814.20,1,4,
6s269r,5,exponential,3540785,15,236052.33,1,5,
6s269r,6,exponential,4130022,25,165200.88,1,7,
6s269r,7,exponential,4719258,49,96311.39,3,10,
6s269r,8,exponential,5532266,152,36396.49,4,64,
6s269r,9,exponential,6146348,965,6369.27,14,673,
6s269r,10,exponential,6877737,886,7762.68,1,377,
6s269r,11,exponential,7502469,7497,1000.73,16,4902,
6s273b37,1,linear,29599069,1,29599069.00,1,1,
6s273b37,2,linear,44087706,3,14695902.00,1,2,
6s273b37,3,linear,60661687,5,12132337.40,1,2,
6s273b37,4,linear,76792148,7,10970306.86,1,2,
6s273b37,5,linear,92020000,9,10224444.44,1,2,
6s273b37,6,linear,110885547,11,10080504.27,1,2,
6s273b37,7,linear,126630849,14,9045060.64,1,3,
6s273b37,8,linear,144387589,16,9024224.31,1,3,
6s273b37,9,linear,160354658,21,7635936.10,1,4,
6s273b37,10,linear,176321726,23,7666162.00,1,4,
6s290,1,linear,42586302,1,42586302.00,1,1,
6s290,2,linear,66850491,3,22283497.00,1,2,
6s290,3,linear,88942470,5,17788494.00,1,2,
6s290,4,linear,114801613,7,16400230.43,1,2,
6s290,5,linear,139588341,9,15509815.67,1,2,
6s290,6,linear,162752746,11,14795704.18,1,2,
6s290,7,linear,185917150,13,14301319.23,1,2,
6s290,8,linear,209081554,15,13938770.27,1,2,
6s290,9,linear,239766608,17,14103918.12,1,2,
6s290,10,linear,263681709,19,13877984.68,1,2,
6s306rb03,1,linear,16484488,1,16484488.00,1,1,
6s306rb03,2,linear,25493509,3,8497836.33,1,2,
6s306rb03,3,linear,34420950,6,5736825.00,1,3,
6s306rb03,4,linear,42946318,12,3578859.83,1,5,
6s306rb03,5,linear,53300757,15,3553383.80,1,5,
6s306rb03,6,linear,63057159,26,2425275.35,1,8,
6s306rb03,7,linear,72017404,29,2483358.76,1,8,
6s306rb03,8,linear,80977648,43,1883201.12,1,9,
6s306rb03,9,linear,89937892,32,2810559.12,1,9,
6s306rb03,10,linear,98898136,67,1476091.58,1,16,
6s307rb09,1,linear,13486130,1,13486130.00,1,1,
6s307rb09,2,linear,20437800,3,6812600.00,1,2,
6s307rb09,3,linear,28179448,6,4696574.67,1,3,
6s307rb09,4,linear,35711348,10,3571134.80,1,4,
6s307rb09,5,linear,42799010,15,2853267.33,1,5,
6s307rb09,6,linear,51658695,22,2348122.50,1,7,
6s307rb09,7,linear,58998528,28,2107090.29,1,7,
6s307rb09,8,linear,67329363,41,1642179.59,1,11,
6s307rb09,9,linear,74778550,47,1591032.98,1,11,
6s307rb09,10,linear,82227736,63,1305202.16,1,11,
6s309b046,1,exponential,19914022,2,9957011.00,2,2,
6s309b046,2,exponential,31283781,3,10427927.00,1,2,
6s309b046,3,exponential,41583310,5,8316662.00,1,2,
6s309b046,4,exponential,53731663,6,8955277.17,1,2,
6s309b046,5,exponential,65354541,15,4356969.40,1,5,
6s309b046,6,exponential,76179556,38,2004725.16,1,9,
6s309b046,7,exponential,87004570,42,2071537.38,2,8,
6s309b046,8,exponential,97829584,65,1505070.52,2,12,
6s309b046,9,exponential,112342618,142,791145.20,2,74,
6s309b046,10,exponential,123535471,181,682516.41,2,79,
6s309b046,11,exponential,136629717,305,447966.29,2,97,
6s309b046,12,exponential,147980217,245,604000.89,2,87,
6s309b046,13,exponential,159330718,273,583629.00,2,90,
6s309b046,14,exponential,170681218,524,325727.52,2,115,
6s309b046,15,exponential,182031718,594,306450.70,2,123,
6s309b046,16,exponential,193382218,1039,186123.41,2,125,
6s309b046,17,exponential,204732718,1533,133550.37,4,156,
6s309b046,18,exponential,216083218,1588,136072.56,4,156,
6s309b046,19,exponential,234800128,1345,174572.59,2,131,
6s317b14,1,exponential,1471397,1,1471397.00,1,1,
6s317b14,2,exponential,2203914,9,244879.33,4,5,
6s317b14,3,exponential,3124651,21,148792.90,4,9,
6s317b14,4,exponential,3904124,89,43866.56,4,37,
6s317b14,5,exponential,4683596,159,29456.58,14,41,
6s317b14,6,exponential,5693343,324,17572.05,10,111,
6s317b14,7,exponential,6618585,218,30360.48,4,57,
6s317b14,8,exponential,7445013,329,22629.22,4,97,
6s317b14,9,exponential,8271442,368,22476.74,4,148,
6s317b14,10,exponential,9097870,9146,994.74,4,4878,
6s320rb0,1,exponential,10689314,16,668082.12,16,16,
6s320rb0,2,exponential,16941122,1840,9207.13,880,960,
6s320rb1,1,exponential,10689314,60,178155.23,60,60,
6s320rb1,2,exponential,16941122,696,24340.69,40,656,
6s326rb08,1,linear,7021865,1,7021865.00,1,1,
6s326rb08,2,linear,10886057,3,3628685.67,1,2,
6s326rb08,3,linear,14714103,6,2452350.50,1,3,
6s326rb08,4,linear,18360872,21,874327.24,1,11,
6s326rb08,5,linear,22831159,24,951298.29,1,11,
6s326rb08,6,linear,26614623,60,443577.05,1,23,
6s326rb08,7,linear,30875925,63,490094.05,1,23,
6s326rb08,8,linear,34718702,120,289322.52,1,43,
6s326rb08,9,linear,38561478,123,313507.95,1,43,
6s326rb08,10,linear,42404254,186,227979.86,1,49,
6s339rb19,1,exponential,3169351,2,1584675.50,2,2,
6s339rb19,2,exponential,4925198,20,246259.90,9,11,
6s339rb19,3,exponential,6662929,31,214933.19,9,12,
6s339rb19,4,exponential,8314308,42,197959.71,9,12,
6s339rb19,5,exponential,10360659,55,188375.62,9,13,
6s339rb19,6,exponential,12077600,66,182993.94,9,13,
6s339rb19,7,exponential,14022159,81,173113.07,9,14,
6s339rb19,8,exponential,15767353,92,171384.27,9,14,
6s339rb19,9,exponential,17512548,80,218906.85,2,16,
6s339rb19,10,exponential,19257742,88,218837.98,2,16,
6s339rb19,11,exponential,21002936,106,198140.91,2,17,
6s339rb19,12,exponential,23602044,114,207035.47,2,17,
6s339rb19,13,exponential,25412801,118,215362.72,2,17,
6s339rb19,14,exponential,27223558,127,214358.72,2,17,
6s339rb19,15,exponential,29487957,129,228588.81,2,17,
6s339rb19,16,exponential,31326967,132,237325.51,2,17,
6s339rb19,17,exponential,33165977,136,243867.48,2,17,
6s339rb19,18,exponential,35004988,176,198891.98,2,23,
6s339rb19,19,exponential,36843998,181,203558.00,3,17,
6s339rb19,20,exponential,38683008,257,150517.54,1,128,
6s339rb19,21,exponential,40522018,198,204656.66,2,17,
6s339rb19,22,exponential,42361028,271,156313.76,1,128,
6s339rb19,23,exponential,44200038,286,154545.59,2,46,
6s339rb19,24,exponential,46039048,343,134224.63,1,128,
6s339rb19,25,exponential,49584291,254,195213.74,3,36,
6s342rb131,1,linear,145117337,1,145117337.00,1,1,
6s342rb131,2,linear,223415128,4,55853782.00,1,3,
6s342rb131,3,linear,301052663,8,37631582.88,1,4,
