instance_name,K,formula_size,proofdoor_size,largest_interpolant_size,ratio,y_mode,y_value
ndista262144,8,0,0,0,nan,max_dependence,0.0
ndista262144,9,0,0,0,nan,max_dependence,0.0
neclaftp1002,1,0,0,0,nan,max_dependence,1.0
neclaftp1002,2,0,0,0,nan,max_dependence,1.0
neclaftp1002,3,0,0,0,nan,max_dependence,1.0
neclaftp1002,4,0,0,0,nan,max_dependence,1.0
neclaftp1002,5,0,0,0,nan,max_dependence,1.0
neclaftp1002,6,0,0,0,nan,max_dependence,1.0
neclaftp1002,7,0,0,0,nan,max_dependence,1.0
neclaftp1002,8,0,0,0,nan,max_dependence,1.0
neclaftp1002,9,0,0,0,nan,max_dependence,1.0
neclaftp2001,1,0,0,0,nan,max_dependence,1.0
neclaftp2001,2,0,0,0,nan,max_dependence,1.0
neclaftp2001,3,0,0,0,nan,max_dependence,1.0
neclaftp2001,4,0,0,0,nan,max_dependence,1.0
neclaftp2001,5,0,0,0,nan,max_dependence,1.0
neclaftp2001,6,0,0,0,nan,max_dependence,1.0
neclaftp2001,7,0,0,0,nan,max_dependence,1.0
neclaftp2001,8,0,0,0,nan,max_dependence,1.0
neclaftp2001,9,0,0,0,nan,max_dependence,1.0
neclaftp2002,1,0,0,0,nan,max_dependence,1.0
neclaftp2002,2,0,0,0,nan,max_dependence,1.0
neclaftp2002,3,0,0,0,nan,max_dependence,1.0
neclaftp2002,4,0,0,0,nan,max_dependence,1.0
neclaftp2002,5,0,0,0,nan,max_dependence,1.0
neclaftp2002,6,0,0,0,nan,max_dependence,1.0
neclaftp2002,7,0,0,0,nan,max_dependence,1.0
neclaftp2002,8,0,0,0,nan,max_dependence,1.0
neclaftp2002,9,0,0,0,nan,max_dependence,1.0
neclaftp4001,1,0,0,0,nan,max_dependence,1.0
neclaftp4001,2,0,0,0,nan,max_dependence,1.0
neclaftp4001,3,0,0,0,nan,max_dependence,1.0
neclaftp4001,4,0,0,0,nan,max_dependence,1.0
neclaftp4001,5,0,0,0,nan,max_dependence,1.0
neclaftp4001,6,0,0,0,nan,max_dependence,1.0
neclaftp4001,7,0,0,0,nan,max_dependence,1.0
neclaftp4001,8,0,0,0,nan,max_dependence,1.0
neclaftp4001,9,0,0,0,nan,max_dependence,1.0
neclaftp4002,1,0,0,0,nan,max_dependence,1.0
neclaftp4002,2,0,0,0,nan,max_dependence,1.0
neclaftp4002,3,0,0,0,nan,max_dependence,1.0
neclaftp4002,4,0,0,0,nan,max_dependence,1.0
neclaftp4002,5,0,0,0,nan,max_dependence,1.0
neclaftp4002,6,0,0,0,nan,max_dependence,1.0
neclaftp4002,7,0,0,0,nan,max_dependence,1.0
neclaftp4002,8,0,0,0,nan,max_dependence,1.0
neclaftp4002,9,0,0,0,nan,max_dependence,1.0
neclaftp5001,1,0,0,0,nan,max_dependence,0.0
neclaftp5001,2,0,0,0,nan,max_dependence,0.0
neclaftp5001,3,0,0,0,nan,max_dependence,0.0
neclaftp5001,4,0,0,0,nan,max_dependence,0.0
neclaftp5001,5,0,0,0,nan,max_dependence,0.0
neclaftp5001,6,0,0,0,nan,max_dependence,0.0
neclaftp5001,7,0,0,0,nan,max_dependence,0.0
neclaftp5001,8,0,0,0,nan,max_dependence,0.0
neclaftp5001,9,0,0,0,nan,max_dependence,0.0
neclatcas1a001,1,0,0,0,nan,max_dependence,1.0
neclatcas1a001,2,0,0,0,nan,max_dependence,1.0
neclatcas1a001,3,0,0,0,nan,max_dependence,1.0
neclatcas1a001,4,0,0,0,nan,max_dependence,1.0
neclatcas1a001,5,0,0,0,nan,max_dependence,1.0
neclatcas1a001,6,0,0,0,nan,max_dependence,1.0
neclatcas1a001,7,0,0,0,nan,max_dependence,1.0
neclatcas1a001,8,0,0,0,nan,max_dependence,1.0
neclatcas1a001,9,0,0,0,nan,max_dependence,1.0
nusmvreactorp1,1,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,2,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,3,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,4,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,5,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,6,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,7,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,8,0,0,0,nan,max_dependence,0.0
nusmvreactorp1,9,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,1,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,2,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,3,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,4,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,5,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,6,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,7,0,0,0,nan,max_dependence,0.0
nusmvreactorp3,8,0,0,0,nan,max_dependence,0.0
