instance_name,K,formula_size,proofdoor_size,largest_interpolant_size,ratio,y_mode,y_value
139442p0,1,1011326,0,0,0.0,max_dependence,3.0
139442p0,2,1617161,0,0,0.0,max_dependence,3.0
139442p0,3,2153742,0,0,0.0,max_dependence,3.0
139442p0,4,2810934,0,0,0.0,max_dependence,3.0
139442p0,5,3433741,0,0,0.0,max_dependence,3.0
139442p0,6,4004718,0,0,0.0,max_dependence,3.0
139442p0,7,4575694,0,0,0.0,max_dependence,3.0
139442p0,8,5146670,0,0,0.0,max_dependence,3.0
139442p0,9,5958638,0,0,0.0,max_dependence,3.0
139442p0,10,6667441,0,0,0.0,max_dependence,3.0
139442p1,1,1025484,0,0,0.0,max_dependence,4.0
139442p1,2,1639933,0,0,0.0,max_dependence,62.0
139443p0,1,1702150,0,0,0.0,max_dependence,3.0
139443p0,2,2662438,0,0,0.0,max_dependence,3.0
139443p0,3,3611885,0,0,0.0,max_dependence,3.0
139443p0,4,4512206,0,0,0.0,max_dependence,3.0
139443p0,5,5640622,0,0,0.0,max_dependence,3.0
139443p0,6,6693121,0,0,0.0,max_dependence,3.0
139443p0,7,7647677,0,0,0.0,max_dependence,3.0
139443p0,8,8602234,0,0,0.0,max_dependence,3.0
139443p0,9,9556790,0,0,0.0,max_dependence,3.0
139443p0,10,10511346,0,0,0.0,max_dependence,3.0
139443p5,1,1721526,0,0,0.0,max_dependence,4.0
139443p5,2,2692789,0,0,0.0,max_dependence,76.0
139462p0,1,3218293,0,0,0.0,max_dependence,3.0
139462p0,2,4821458,0,0,0.0,max_dependence,3.0
139462p0,3,6811629,0,0,0.0,max_dependence,3.0
139462p0,4,8511370,0,0,0.0,max_dependence,3.0
139462p0,5,10211110,0,0,0.0,max_dependence,3.0
139462p0,6,12384416,0,0,0.0,max_dependence,3.0
139462p0,7,14383901,0,0,0.0,max_dependence,3.0
139462p0,8,16180217,0,0,0.0,max_dependence,3.0
139462p0,9,17976534,0,0,0.0,max_dependence,3.0
139462p0,10,19772850,0,0,0.0,max_dependence,3.0
139463p0,1,4724342,0,0,0.0,max_dependence,3.0
139463p0,2,7504881,0,0,0.0,max_dependence,3.0
139463p0,3,10000846,0,0,0.0,max_dependence,3.0
139463p0,4,12993632,0,0,0.0,max_dependence,3.0
139463p0,5,15844613,0,0,0.0,max_dependence,3.0
139463p0,6,18482394,0,0,0.0,max_dependence,3.0
139463p0,7,21120174,0,0,0.0,max_dependence,3.0
139463p0,8,24651856,0,0,0.0,max_dependence,3.0
139463p0,9,27388906,0,0,0.0,max_dependence,3.0
139463p0,10,30594433,0,0,0.0,max_dependence,3.0
139464p0,1,7035669,0,0,0.0,max_dependence,3.0
139464p0,2,10543282,0,0,0.0,max_dependence,3.0
139464p0,3,14849213,0,0,0.0,max_dependence,3.0
139464p0,4,18556122,0,0,0.0,max_dependence,3.0
139464p0,5,22263030,0,0,0.0,max_dependence,3.0
139464p0,6,26947048,0,0,0.0,max_dependence,3.0
139464p0,7,31272349,0,0,0.0,max_dependence,3.0
139464p0,8,35178554,0,0,0.0,max_dependence,3.0
139464p0,9,39084758,0,0,0.0,max_dependence,3.0
139464p0,10,42990962,0,0,0.0,max_dependence,3.0
6s120,1,651675,0,0,0.0,max_dependence,8.0
6s120,2,997174,0,0,0.0,max_dependence,26.0
6s120,3,1392663,0,0,0.0,max_dependence,115.0
6s120,4,1774526,0,0,0.0,max_dependence,59.0
6s120,5,2129054,0,0,0.0,max_dependence,79.0
6s120,6,2594990,0,0,0.0,max_dependence,184.0
6s120,7,2965425,0,0,0.0,max_dependence,203.0
6s120,8,3397289,0,0,0.0,max_dependence,328.0
6s120,9,3774544,0,0,0.0,max_dependence,239.0
6s120,10,4151798,0,0,0.0,max_dependence,280.0
6s164,1,296803,0,0,0.0,max_dependence,3.0
6s164,2,452582,0,0,0.0,max_dependence,3.0
6s164,3,632457,0,0,0.0,max_dependence,3.0
6s164,4,805768,0,0,0.0,max_dependence,3.0
6s164,5,965728,0,0,0.0,max_dependence,75.0
6s164,6,1179563,0,0,0.0,max_dependence,75.0
6s164,7,1347191,0,0,0.0,max_dependence,144.0
6s164,8,1544609,0,0,0.0,max_dependence,555.0
6s164,9,1715526,0,0,0.0,max_dependence,184.0
6s164,10,1886442,0,0,0.0,max_dependence,184.0
6s207rb28,1,12854065,0,0,0.0,max_dependence,20.0
6s207rb28,2,19542798,0,0,0.0,max_dependence,20.0
6s207rb28,3,26995229,0,0,0.0,max_dependence,684.0
6s207rb28,4,34241718,0,0,0.0,max_dependence,43.0
6s207rb28,5,41065958,0,0,0.0,max_dependence,43.0
