instance_name,K,formula_size,proofdoor_size,ratio
oski3b0i,11,1291099,716,0.0005545663035909717
oski3b0i,12,1398397,3245,0.0023205141315377534
oski3b0i,13,1505695,3269,0.002171090426680038
oski3b0i,14,1612993,3689,0.0022870527026465706
oski3b0i,15,1720291,3886,0.0022589201478122015
oski3b0i,16,1827589,3878,0.002121921285365583
oski3b0i,17,1934887,4009,0.0020719556232482827
oski3b0i,18,2042185,3801,0.0018612417582148531
oski3b0i,19,2149483,4226,0.001966054162791704
oski3b0i,20,2256781,3898,0.0017272389301398762
oski3b0i,21,2364079,3981,0.0016839538780218427
oski3b0i,22,2471377,3845,0.0015558128120476964
oski3b0i,23,2578675,3928,0.0015232629160324585
oski3b0i,24,2685973,3983,0.0014828890685051562
oski3b0i,25,2793271,5231,0.0018727148207245197
oski3b0i,26,2900569,4149,0.0014304089990619083
oski3b0i,27,3007867,4258,0.0014156211029277559
oski3b0i,28,3115165,4114,0.0013206363065840815
oski3b0i,29,3222463,4407,0.0013675874633781676
oski3b0i,30,3329761,4112,0.0012349234674800984
pdtpmsam2901,1,13654,119,0.008715394756115423
pdtpmsam2901,2,20413,52,0.002547396267084701
pdtpmsam2901,3,27172,119,0.004379508317385544
pdtpmsam2901,4,33931,202,0.0059532580825793525
pdtpmsam2901,5,40690,305,0.007495699188989924
pdtpmsam2901,6,47449,362,0.007629244030432675
pdtpmsam2901,7,54208,406,0.0074896694214876035
pdtpmsns2,1,11566,233,0.020145253328722117
pdtpmsns2,2,17182,502,0.02921662204632755
pdtpmsns2,3,22798,569,0.024958329678041933
pdtpmsns2,4,28414,856,0.030125994228197367
pdtpmsns2,5,34030,452,0.013282397884219806
pdtpmsns2,6,39646,528,0.013317863088331735
pdtpmsns2,7,45262,1742,0.03848703106358535
pdtpmsns2,8,50878,1446,0.028420928495616966
pdtpmsns2,9,56494,1844,0.03264063440365349
pdtpmsns2,10,62110,998,0.016068265979713413
pdtpmsns2,11,67726,1398,0.02064199864158521
pdtpmsns2,12,73342,1012,0.013798369283630117
pdtvisgigamax3,1,6448,12,0.0018610421836228288
pdtvisgigamax3,2,9664,15,0.0015521523178807946
pdtvisgigamax3,3,12880,43,0.0033385093167701864
pdtvisgigamax3,4,16096,34,0.0021123260437375746
pdtvisgigamax3,5,19312,32,0.0016570008285004142
pdtvisgigamax3,6,22528,73,0.003240411931818182
pdtvisgigamax3,7,25744,107,0.004156308266003729
pdtvisgigamax3,8,28960,99,0.003418508287292818
pdtvisgigamax3,9,32176,83,0.0025795624067628045
pdtvistimeout0,1,7000,30,0.004285714285714286
pdtvistimeout0,2,10483,50,0.004769627015167414
pdtvistimeout0,3,13966,84,0.006014606902477445
pdtvistimeout0,4,17449,84,0.004814029457275488
pdtvistimeout0,5,20932,97,0.004634053124402828
pdtvistimeout0,6,24415,54,0.0022117550686053655
pdtvistimeout0,7,27898,147,0.005269194924367338
pdtvistimeout0,8,31381,248,0.007902871164080175
pdtvistimeout0,9,34864,183,0.005248967416245984
pdtvistimeout0,10,38347,252,0.006571570135864605
pdtvistimeout0,11,41830,210,0.005020320344250538
pdtvistimeout0,12,45313,210,0.004634431620064882
pdtvistimeout0,13,48796,278,0.005697188294122469
pdtvistimeout0,14,52279,209,0.003997781135828918
pdtvistimeout0,15,55762,259,0.00464474014561888
pdtvistimeout0,16,59245,237,0.0040003375812304835
pdtvistimeout0,17,62728,242,0.003857926284912639
pdtvistimeout0,18,66211,460,0.006947486067269789
picorv32_mutAX_nomem-p2,1,326615,2741,0.008392143655374064
picorv32_mutAX_nomem-p2,2,488898,5477,0.011202745767010705
picorv32_mutAX_nomem-p2,3,651181,8252,0.012672359912221026
picorv32_mutAX_nomem-p2,4,813464,8361,0.010278266770256582
picorv32_mutAX_nomem-p2,5,975747,10261,0.010516045655277443
picorv32_mutAX_nomem-p2,6,1138030,13758,0.0120893122325422
picorv32_mutAX_nomem-p2,7,1300313,16605,0.012770002299446364
picorv32_mutAX_nomem-p2,8,1462596,15667,0.01071177550054834
picorv32_mutAX_nomem-p5,1,326513,2741,0.008394765292652973
picorv32_mutAX_nomem-p5,2,488745,5476,0.011204206692651587
picorv32_mutAX_nomem-p5,3,650977,8251,0.012674794962033989
picorv32_mutAX_nomem-p5,4,813209,10802,0.013283178125180612
picorv32_mutAX_nomem-p5,5,975441,11245,0.011528119076397239
picorv32_mutAX_nomem-p5,6,1137673,14094,0.012388445537513854
picorv32_mutAX_nomem-p5,7,1299905,15163,0.01166469857412657
picorv32_mutAX_nomem-p5,8,1462137,19854,0.013578754931993377
picorv32_mutAX_nomem-p5,9,1624369,15433,0.009500920049570018
picorv32_mutAX_nomem-p5,10,1786601,22217,0.012435345105034645
picorv32_mutAX_nomem-p5,11,1948833,25203,0.012932354901625743
picorv32_mutAX_nomem-p5,12,2111065,18432,0.00873113807485795
picorv32_mutAX_nomem-p5,13,2273297,23161,0.010188286000465403
picorv32_mutAY_nomem-p6,1,289565,2741,0.00946592302246473
picorv32_mutAY_nomem-p6,2,433323,5474,0.01263260893144375
picorv32_mutAY_nomem-p6,3,577081,8015,0.013888864821402887
picorv32_mutAY_nomem-p6,4,720839,8346,0.011578174876775536
picorv32_mutAY_nomem-p6,5,864597,11087,0.012823315371207625
picorv32_mutAY_nomem-p6,6,1008355,13851,0.013736233766877737
picorv32_mutBX_nomem-p5,1,326489,2741,0.008395382386542884
picorv32_mutBX_nomem-p5,2,488709,5476,0.011205032033377737
picorv32_mutBX_nomem-p5,3,650929,8251,0.012675729611063571
picorv32_mutBX_nomem-p5,4,813149,10802,0.013284158253899347
picorv32_mutBX_nomem-p5,5,975369,11245,0.011528970061586949
picorv32_mutBX_nomem-p5,6,1137589,16252,0.014286354737958964
picorv32_mutBX_nomem-p5,7,1299809,18896,0.014537520512629163
picorv32_mutBX_nomem-p5,8,1462029,14360,0.00982196659573784
picorv32_mutBY_nomem-p1,1,289721,2741,0.00946082610511492
picorv32_mutBY_nomem-p1,2,433557,5476,0.012630403845399797
picorv32_mutBY_nomem-p1,3,577393,8029,0.013905606753112698
picorv32_mutBY_nomem-p1,4,721229,9785,0.013567119458590822
picorv32_mutBY_nomem-p1,5,865065,13344,0.01542543045898285
picorv32_mutBY_nomem-p1,6,1008901,13738,0.013616796890874328
picorv32_mutBY_nomem-p1,7,1152737,17759,0.015405942552377516
picorv32_mutBY_nomem-p1,8,1296573,22324,0.017217696188336483
picorv32_mutBY_nomem-p1,9,1440409,16216,0.011257913550942822
picorv32_mutBY_nomem-p3,1,289721,2741,0.00946082610511492
picorv32_mutBY_nomem-p3,2,433557,5476,0.012630403845399797
picorv32_mutBY_nomem-p3,3,577393,8029,0.013905606753112698
picorv32_mutBY_nomem-p3,4,721229,9785,0.013567119458590822
picorv32_mutBY_nomem-p3,5,865065,13344,0.01542543045898285
picorv32_mutBY_nomem-p3,6,1008901,13738,0.013616796890874328
picorv32_mutBY_nomem-p3,7,1152737,17759,0.015405942552377516
picorv32_mutBY_nomem-p3,8,1296573,22324,0.017217696188336483
picorv32_mutBY_nomem-p3,9,1440409,24948,0.017320080615991707
picorv32_mutBY_nomem-p4,1,289541,2741,0.009466707651075323
picorv32_mutBY_nomem-p4,2,433287,5490,0.012670585547223896
picorv32_mutBY_nomem-p4,3,577033,8245,0.014288610876674298
picorv32_mutBY_nomem-p4,4,720779,11004,0.015266815487132672
picorv32_mutBY_nomem-p4,5,864525,12358,0.014294554813336803
picorv32_mutBY_nomem-p4,6,1008271,14953,0.014830338272151038
picorv32_mutBY_nomem-p4,7,1152017,19918,0.017289675412776026
picorv32_mutBY_nomem-p4,8,1295763,16718,0.01290205076082586
picorv32_mutBY_nomem-p4,9,1439509,24299,0.016880061187529913
picorv32_mutBY_nomem-p4,10,1583255,20836,0.013160230032433183
picorv32_mutBY_nomem-p4,11,1727001,32074,0.018572079576097526
picorv32_mutBY_nomem-p6,1,289541,2741,0.009466707651075323
picorv32_mutBY_nomem-p6,2,433287,5474,0.012633658521949654
picorv32_mutBY_nomem-p6,3,577033,8015,0.0138900201548265
picorv32_mutBY_nomem-p6,4,720779,8346,0.011579138681898336
picorv32_mutBY_nomem-p6,5,864525,11087,0.012824383331887453
picorv32_mutBY_nomem-p6,6,1008271,14688,0.014567512107360025
picorv32_mutBY_nomem-p6,7,1152017,20294,0.01761605948523329
picorv32_mutBY_nomem-p7,1,289547,2741,0.009466511481728355
picorv32_mutBY_nomem-p7,2,433296,5475,0.012635703999113769
picorv32_mutBY_nomem-p7,3,577045,8242,0.014283114835064857
picorv32_mutBY_nomem-p7,4,720794,10886,0.015102789423885326
picorv32_mutBY_nomem-p7,5,864543,13433,0.0155376886979595
picorv32_mutBY_nomem-p7,6,1008292,16345,0.016210581855256215
picorv32_mutBY_nomem-p7,7,1152041,14381,0.012483062668776546
picorv32_mutCX_nomem-p0,1,326603,2741,0.008392451998297627
picorv32_mutCX_nomem-p0,2,488880,5477,0.011203158239240714
picorv32_mutCX_nomem-p0,3,651157,8252,0.012672826983354245
picorv32_mutCX_nomem-p0,4,813434,8569,0.010534351895789947
picorv32_mutCX_nomem-p0,5,975711,12371,0.012678959241004765
picorv32_mutCX_nomem-p0,6,1137988,12585,0.01105899183471179
picorv32_mutCX_nomem-p0,7,1300265,11735,0.009025083348394365
picorv32_mutCX_nomem-p0,8,1462542,16894,0.011551121266944813
picorv32_mutCY_nomem-p0,1,289733,2741,0.009460434261889394
picorv32_mutCY_nomem-p0,2,433575,5476,0.012629879490284265
picorv32_mutCY_nomem-p0,3,577417,8029,0.013905028774698356
picorv32_mutCY_nomem-p0,4,721259,9785,0.01356655514870525
picorv32_mutCY_nomem-p0,5,865101,13343,0.015423632616307229
picorv32_mutCY_nomem-p0,6,1008943,13890,0.013766882767411044
picorv32_mutCY_nomem-p0,7,1152785,13949,0.012100261540530108
picorv32_mutCY_nomem-p0,8,1296627,22842,0.017616477213570285
picorv32_mutCY_nomem-p3,1,289733,2741,0.009460434261889394
picorv32_mutCY_nomem-p3,2,433575,5476,0.012629879490284265
picorv32_mutCY_nomem-p3,3,577417,8029,0.013905028774698356
picorv32_mutCY_nomem-p3,4,721259,9785,0.01356655514870525
picorv32_mutCY_nomem-p3,5,865101,13344,0.015424788550701016
picorv32_mutCY_nomem-p3,6,1008943,13890,0.013766882767411044
picorv32_mutCY_nomem-p3,7,1152785,13949,0.012100261540530108
picorv32_mutCY_nomem-p3,8,1296627,22842,0.017616477213570285
picorv32_mutCY_nomem-p3,9,1440469,19712,0.013684431945428885
qspiflash_dualflexpress_divfive-p007,1,17637,161,0.009128536599194874
qspiflash_dualflexpress_divfive-p007,2,26286,327,0.012440082173019859
qspiflash_dualflexpress_divfive-p007,3,34935,437,0.01250894518391298
qspiflash_dualflexpress_divfive-p007,4,43584,581,0.013330580029368575
qspiflash_dualflexpress_divfive-p007,5,52233,721,0.013803534164225681
qspiflash_dualflexpress_divfive-p007,6,60882,849,0.013945008376860156
qspiflash_dualflexpress_divfive-p007,7,69531,891,0.012814428096820124
qspiflash_dualflexpress_divfive-p007,8,78180,977,0.012496802251215144
qspiflash_dualflexpress_divfive-p007,9,86829,1121,0.01291043315021479
qspiflash_dualflexpress_divfive-p007,10,95478,1289,0.013500492259997067
qspiflash_dualflexpress_divfive-p007,11,104127,1301,0.01249435785146984
qspiflash_dualflexpress_divfive-p007,12,112776,1408,0.012484925870752643
qspiflash_dualflexpress_divfive-p007,13,121425,1572,0.012946263125386041
qspiflash_dualflexpress_divfive-p007,14,130074,1519,0.011677967925949844
qspiflash_dualflexpress_divfive-p007,15,138723,1679,0.012103256129120622
qspiflash_dualflexpress_divfive-p007,16,147372,1893,0.012845045191759628
qspiflash_dualflexpress_divfive-p007,17,156021,1917,0.012286807545138154
qspiflash_dualflexpress_divfive-p074,1,17853,160,0.008962079202374951
qspiflash_dualflexpress_divfive-p074,2,26610,325,0.012213453588876362
qspiflash_dualflexpress_divfive-p074,3,35367,434,0.012271326377696724
qspiflash_dualflexpress_divfive-p074,4,44124,533,0.012079593871815791
qspiflash_dualflexpress_divfive-p074,5,52881,658,0.012443032469128798
qspiflash_dualflexpress_divfive-p074,6,61638,851,0.013806418118693015
qspiflash_dualflexpress_divfive-p074,7,70395,857,0.01217416009659777
qspiflash_dualflexpress_divfive-p074,8,79152,1059,0.013379320800485142
qspiflash_dualflexpress_divfive-p074,9,87909,1116,0.012694945909975087
qspiflash_dualflexpress_divfive-p074,10,96666,1306,0.01351043800302071
qspiflash_dualflexpress_divfive-p074,11,105423,1167,0.011069690674710453
qspiflash_dualflexpress_divfive-p074,12,114180,1332,0.011665790856542301
qspiflash_dualflexpress_divfive-p074,13,122937,1301,0.010582656157218737
qspiflash_dualflexpress_divfive-p074,14,131694,1380,0.010478837304660805
qspiflash_dualflexpress_divfive-p074,15,140451,1624,0.011562751422204184
qspiflash_dualflexpress_divfive-p120,1,17637,161,0.009128536599194874
qspiflash_dualflexpress_divfive-p120,2,26286,327,0.012440082173019859
qspiflash_dualflexpress_divfive-p120,3,34935,437,0.01250894518391298
qspiflash_dualflexpress_divfive-p120,4,43584,537,0.01232103524229075
qspiflash_dualflexpress_divfive-p120,5,52233,622,0.011908180652078187
qspiflash_dualflexpress_divfive-p120,6,60882,716,0.011760454649978647
qspiflash_dualflexpress_divfive-p120,7,69531,800,0.011505659346190907
qspiflash_dualflexpress_divfive-p120,8,78180,917,0.011729342542849833
qspiflash_dualflexpress_divfive-p120,9,86829,996,0.011470821960404934
qspiflash_dualflexpress_divfive-p120,10,95478,1025,0.010735457382852594
qspiflash_dualflexpress_divfive-p120,11,104127,1231,0.011822101856386913
qspiflash_dualflexpress_divfive-p120,12,112776,1206,0.010693764630772505
qspiflash_dualflexpress_divfive-p120,13,121425,1140,0.00938851142680667
qspiflash_dualflexpress_divfive-p120,14,130074,1328,0.010209573012285315
qspiflash_dualflexpress_divfive-p120,15,138723,1412,0.010178557268801857
qspiflash_dualflexpress_divfive-p120,16,147372,1443,0.009791547919550525
qspiflash_dualflexpress_divfive-p120,17,156021,1643,0.01053063369674595
qspiflash_dualflexpress_divfive-p120,18,164670,1665,0.010111131353616324
qspiflash_dualflexpress_divfive-p120,19,173319,1526,0.008804574224407018
qspiflash_dualflexpress_divfive-p120,20,181968,1941,0.010666710630440517
qspiflash_dualflexpress_divfive-p120,21,190617,1884,0.00988369347959521
qspiflash_dualflexpress_divfive-p120,22,199266,1959,0.009831080063834272
qspiflash_dualflexpress_divfive-p120,23,207915,2123,0.010210903494216387
qspiflash_dualflexpress_divfive-p120,24,216564,1883,0.008694889270608226
qspiflash_dualflexpress_divfive-p120,25,225213,1826,0.008107880095731596
qspiflash_dualflexpress_divthree-p012,1,17552,159,0.009058796718322699
qspiflash_dualflexpress_divthree-p012,2,26159,322,0.01230933904201231
qspiflash_dualflexpress_divthree-p012,3,34766,456,0.013116263015589944
qspiflash_dualflexpress_divthree-p012,4,43373,626,0.014432942152952297
qspiflash_dualflexpress_divthree-p012,5,51980,667,0.012831858407079646
qspiflash_dualflexpress_divthree-p012,6,60587,773,0.012758512552197666
qspiflash_dualflexpress_divthree-p012,7,69194,887,0.012819030551781947
qspiflash_dualflexpress_divthree-p012,8,77801,972,0.012493412681070938
qspiflash_dualflexpress_divthree-p012,9,86408,1248,0.014443107119711137
qspiflash_dualflexpress_divthree-p012,10,95015,1206,0.01269273272641162
qspiflash_dualflexpress_divthree-p012,11,103622,1514,0.0146107969350138
qspiflash_dualflexpress_divthree-p012,12,112229,1333,0.011877500467793529
qspiflash_dualflexpress_divthree-p012,13,120836,1812,0.014995531133106027
qspiflash_dualflexpress_divthree-p012,14,129443,1352,0.010444751744010878
qspiflash_dualflexpress_divthree-p012,15,138050,1481,0.010727997102499094
qspiflash_dualflexpress_divthree-p012,16,146657,1601,0.010916628595975643
qspiflash_dualflexpress_divthree-p012,17,155264,1818,0.011709089035449299
qspiflash_dualflexpress_divthree-p034,1,17762,159,0.008951694628983223
qspiflash_dualflexpress_divthree-p034,2,26474,322,0.012162876784769964
qspiflash_dualflexpress_divthree-p034,3,35186,430,0.012220769624282386
qspiflash_dualflexpress_divthree-p034,4,43898,527,0.012005102738165747
qspiflash_dualflexpress_divthree-p034,5,52610,611,0.011613761642273332
qspiflash_dualflexpress_divthree-p034,6,61322,687,0.01120315710511725
qspiflash_dualflexpress_divthree-p034,7,70034,756,0.010794756832395693
qspiflash_dualflexpress_divthree-p034,8,78746,818,0.010387829223071647
qspiflash_dualflexpress_divthree-p034,9,87458,874,0.009993368245329187
qspiflash_dualflexpress_divthree-p034,10,96170,950,0.00987834043880628
qspiflash_dualflexpress_divthree-p034,11,104882,1024,0.009763353101580824
qspiflash_dualflexpress_divthree-p034,12,113594,1080,0.009507544412557
qspiflash_dualflexpress_divthree-p034,13,122306,1189,0.009721518159370758
qspiflash_dualflexpress_divthree-p034,14,131018,1269,0.009685692042314797
qspiflash_dualflexpress_divthree-p034,15,139730,1180,0.00844485794031346
qspiflash_dualflexpress_divthree-p034,16,148442,1245,0.008387114159065493
qspiflash_dualflexpress_divthree-p034,17,157154,1410,0.008972091069905952
qspiflash_dualflexpress_divthree-p034,18,165866,1343,0.008096897495568712
qspiflash_dualflexpress_divthree-p034,19,174578,1371,0.00785322320109063
qspiflash_dualflexpress_divthree-p034,20,183290,1643,0.00896393693054722
qspiflash_dualflexpress_divthree-p034,21,192002,1629,0.008484286622014354
qspiflash_dualflexpress_divthree-p034,22,200714,1585,0.0078968083940333
qspiflash_dualflexpress_divthree-p034,23,209426,1747,0.00834184867208465
qspiflash_dualflexpress_divthree-p034,24,218138,1980,0.009076822928604828
qspiflash_dualflexpress_divthree-p034,25,226850,1787,0.00787745206083315
qspiflash_dualflexpress_divthree-p034,26,235562,1875,0.007959687895331165
qspiflash_dualflexpress_divthree-p068,1,17762,159,0.008951694628983223
qspiflash_dualflexpress_divthree-p068,2,26474,322,0.012162876784769964
qspiflash_dualflexpress_divthree-p068,3,35186,430,0.012220769624282386
qspiflash_dualflexpress_divthree-p068,4,43898,527,0.012005102738165747
qspiflash_dualflexpress_divthree-p068,5,52610,611,0.011613761642273332
qspiflash_dualflexpress_divthree-p068,6,61322,687,0.01120315710511725
qspiflash_dualflexpress_divthree-p068,7,70034,756,0.010794756832395693
qspiflash_dualflexpress_divthree-p068,8,78746,818,0.010387829223071647
qspiflash_dualflexpress_divthree-p068,9,87458,874,0.009993368245329187
qspiflash_dualflexpress_divthree-p068,10,96170,927,0.009639180617656234
qspiflash_dualflexpress_divthree-p068,11,104882,977,0.009315230449457486
qspiflash_dualflexpress_divthree-p068,12,113594,1024,0.009014560628202193
qspiflash_dualflexpress_divthree-p068,13,122306,1068,0.008732196294539925
qspiflash_dualflexpress_divthree-p068,14,131018,1110,0.008472118334885283
qspiflash_dualflexpress_divthree-p068,15,139730,1150,0.008230158162169899
qspiflash_dualflexpress_divthree-p068,16,148442,1188,0.008003125799975749
qspiflash_dualflexpress_divthree-p068,17,157154,1224,0.007788538630897082
qspiflash_dualflexpress_divthree-p068,18,165866,1258,0.007584435628760566
qspiflash_dualflexpress_divthree-p068,19,174578,1290,0.007389247213280024
qspiflash_dualflexpress_divthree-p068,20,183290,1320,0.007201702220524851
qspiflash_dualflexpress_divthree-p068,21,192002,1348,0.007020760200414579
qspiflash_dualflexpress_divthree-p068,22,200714,1398,0.006965134469942306
qspiflash_dualflexpress_divthree-p068,23,209426,1419,0.006775663002683526
qspiflash_dualflexpress_divthree-p068,24,218138,1476,0.006766358910414509
qspiflash_dualflexpress_divthree-p068,25,226850,1545,0.006810667842186467
qspiflash_dualflexpress_divthree-p068,26,235562,1515,0.006431427819427581
qspiflash_dualflexpress_divthree-p068,27,244274,1575,0.006447677607932076
qspiflash_dualflexpress_divthree-p068,28,252986,1791,0.007079443131240464
qspiflash_dualflexpress_divthree-p068,29,261698,1603,0.006125381164548449
qspiflash_dualflexpress_divthree-p113,1,17540,160,0.009122006841505131
qspiflash_dualflexpress_divthree-p113,2,26141,324,0.012394323093990283
qspiflash_dualflexpress_divthree-p113,3,34742,433,0.012463300903805192
qspiflash_dualflexpress_divthree-p113,4,43343,531,0.012251113213206285
qspiflash_dualflexpress_divthree-p113,5,51944,616,0.011858924996149699
qspiflash_dualflexpress_divthree-p113,6,60545,693,0.011446031877116195
qspiflash_dualflexpress_divthree-p113,7,69146,763,0.011034622393197004
qspiflash_dualflexpress_divthree-p113,8,77747,826,0.010624204149356246
qspiflash_dualflexpress_divthree-p113,9,86348,883,0.010226061981748275
qspiflash_dualflexpress_divthree-p113,10,94949,937,0.00986845569726906
qspiflash_dualflexpress_divthree-p113,11,103550,988,0.009541284403669725
qspiflash_dualflexpress_divthree-p113,12,112151,1036,0.009237545808775668
qspiflash_dualflexpress_divthree-p113,13,120752,1081,0.008952232675235193
qspiflash_dualflexpress_divthree-p113,14,129353,1124,0.008689400323146738
qspiflash_dualflexpress_divthree-p113,15,137954,1165,0.008444843933485074
qspiflash_dualflexpress_divthree-p113,16,146555,1204,0.008215345774623862
qspiflash_dualflexpress_divthree-p113,17,155156,1241,0.007998401608703498
qspiflash_dualflexpress_divthree-p113,18,163757,1276,0.0077920333176597035
qspiflash_dualflexpress_divthree-p113,19,172358,1309,0.007594657631209459
qspiflash_dualflexpress_divthree-p113,20,180959,1340,0.007404992291071459
qspiflash_dualflexpress_divthree-p113,21,189560,1369,0.00722198776113104
qspiflash_dualflexpress_divthree-p113,22,198161,1420,0.007165890361877463
qspiflash_dualflexpress_divthree-p113,23,206762,1541,0.007453013609850939
qspiflash_dualflexpress_divthree-p113,24,215363,1492,0.006927838115182274
qspiflash_dualflexpress_divthree-p113,25,223964,1547,0.006907360111446483
qspiflash_dualflexpress_divthree-p113,26,232565,1629,0.00700449336744566
qspiflash_dualflexpress_divthree-p113,27,241166,1617,0.00670492523821766
qspiflash_dualflexpress_divthree-p113,28,249767,1628,0.006518074845756245
qspiflash_dualflexpress_divthree-p113,29,258368,1718,0.006649430270002477
qspiflash_dualflexpress_divthree-p113,30,266969,1728,0.0064726616198884515
qspiflash_dualflexpress_divthree-p113,31,275570,1788,0.006488369561272998
qspiflash_dualflexpress_divthree-p113,32,284171,1906,0.0067072290979727
qspiflash_dualflexpress_divthree-p121,1,17762,159,0.008951694628983223
qspiflash_dualflexpress_divthree-p121,2,26474,322,0.012162876784769964
qspiflash_dualflexpress_divthree-p121,3,35186,430,0.012220769624282386
qspiflash_dualflexpress_divthree-p121,4,43898,527,0.012005102738165747
qspiflash_dualflexpress_divthree-p121,5,52610,611,0.011613761642273332
qspiflash_dualflexpress_divthree-p121,6,61322,687,0.01120315710511725
qspiflash_dualflexpress_divthree-p121,7,70034,756,0.010794756832395693
qspiflash_dualflexpress_divthree-p121,8,78746,818,0.010387829223071647
qspiflash_dualflexpress_divthree-p121,9,87458,897,0.01025635162020627
qspiflash_dualflexpress_divthree-p121,10,96170,948,0.00985754393261932
qspiflash_dualflexpress_divthree-p121,11,104882,1077,0.010268682900783739
qspiflash_dualflexpress_divthree-p121,12,113594,1126,0.009912495378277021
qspiflash_dualflexpress_divthree-p121,13,122306,1089,0.008903896783477507
qspiflash_dualflexpress_divthree-p121,14,131018,1172,0.008945335755392388
qspiflash_dualflexpress_divthree-p121,15,139730,1270,0.00908895727474415
qspiflash_dualflexpress_divthree-p121,16,148442,1316,0.008865415448457984
qspiflash_dualflexpress_divthree-p121,17,157154,1373,0.00873665321913537
qspiflash_dualflexpress_divthree-p121,18,165866,1374,0.008283795352875212
qspiflash_dualflexpress_divthree-p121,19,174578,1728,0.009898154406626265
qspiflash_dualflexpress_divthree-p121,20,183290,1620,0.00883845272518959
qspiflash_dualflexpress_divthree-p121,21,192002,2378,0.012385287653253613
qspiflash_dualflexpress_divthree-p121,22,200714,1616,0.008051257012465498
qspiflash_dualflexpress_divthree-p121,23,209426,2657,0.012687058913410942
qspiflash_dualflexpress_divthree-p121,24,218138,2037,0.009338125406852542
qspiflash_dualflexpress_divthree-p161,1,17762,159,0.008951694628983223
qspiflash_dualflexpress_divthree-p161,2,26474,322,0.012162876784769964
qspiflash_dualflexpress_divthree-p161,3,35186,430,0.012220769624282386
qspiflash_dualflexpress_divthree-p161,4,43898,527,0.012005102738165747
qspiflash_dualflexpress_divthree-p161,5,52610,611,0.011613761642273332
qspiflash_dualflexpress_divthree-p161,6,61322,687,0.01120315710511725
qspiflash_dualflexpress_divthree-p161,7,70034,756,0.010794756832395693
qspiflash_dualflexpress_divthree-p161,8,78746,818,0.010387829223071647
qspiflash_dualflexpress_divthree-p161,9,87458,874,0.009993368245329187
qspiflash_dualflexpress_divthree-p161,10,96170,927,0.009639180617656234
qspiflash_dualflexpress_divthree-p161,11,104882,977,0.009315230449457486
qspiflash_dualflexpress_divthree-p161,12,113594,1024,0.009014560628202193
qspiflash_dualflexpress_divthree-p161,13,122306,1068,0.008732196294539925
qspiflash_dualflexpress_divthree-p161,14,131018,1110,0.008472118334885283
qspiflash_dualflexpress_divthree-p161,15,139730,1150,0.008230158162169899
qspiflash_dualflexpress_divthree-p161,16,148442,1188,0.008003125799975749
qspiflash_dualflexpress_divthree-p161,17,157154,1224,0.007788538630897082
qspiflash_dualflexpress_divthree-p161,18,165866,1258,0.007584435628760566
qspiflash_dualflexpress_divthree-p161,19,174578,1290,0.007389247213280024
qspiflash_dualflexpress_divthree-p161,20,183290,1320,0.007201702220524851
qspiflash_dualflexpress_divthree-p161,21,192002,1348,0.007020760200414579
qspiflash_dualflexpress_divthree-p161,22,200714,1375,0.006850543559492612
qspiflash_dualflexpress_divthree-p161,23,209426,1401,0.006689713789118829
qspiflash_dualflexpress_divthree-p161,24,218138,1426,0.006537146210197214
qspiflash_dualflexpress_divthree-p161,25,226850,1450,0.006391888913378885
qspiflash_dualflexpress_divthree-p161,26,235562,1496,0.006350769648754893
qspiflash_dualflexpress_divthree-p161,27,244274,1513,0.006193864267175385
qspiflash_dualflexpress_divthree-p161,28,252986,1566,0.006190065853446436
qspiflash_dualflexpress_divthree-p161,29,261698,1643,0.006278229103776108
qspiflash_dualflexpress_divthree-p161,30,270410,1597,0.005905846677267852
qspiflash_dualflexpress_divthree-p161,31,279122,1653,0.0059221415725023464
qspiflash_dualflexpress_divthree-p161,32,287834,1649,0.00572899657441442
qspiflash_dualflexpress_divthree-p161,33,296546,1899,0.006403728258010562
qspiflash_dualflexpress_divthree-p161,34,305258,1915,0.006273381860590058
qspiflash_dualflexpress_divthree-p161,35,313970,1736,0.005529190687008313
qspiflash_dualflexpress_divthree-p161,36,322682,1778,0.005510068736403022
qspiflash_qflexpress_divfive-p036,1,15610,128,0.008199871877001922
qspiflash_qflexpress_divfive-p036,2,23273,261,0.011214712327589912
qspiflash_qflexpress_divfive-p036,3,30936,335,0.01082880786139126
qspiflash_qflexpress_divfive-p036,4,38599,397,0.010285240550273323
qspiflash_qflexpress_divfive-p036,5,46262,444,0.00959750983528598
qspiflash_qflexpress_divfive-p036,6,53925,502,0.009309225776541493
qspiflash_qflexpress_divfive-p036,7,61588,632,0.01026173929986361
qspiflash_qflexpress_divfive-p036,8,69251,636,0.009183982902773967
qspiflash_qflexpress_divfive-p036,9,76914,668,0.008685024832930285
qspiflash_qflexpress_divfive-p036,10,84577,725,0.008572070421036452
qspiflash_qflexpress_divfive-p036,11,92240,807,0.008748915871639201
qspiflash_qflexpress_divfive-p036,12,99903,759,0.007597369448364914
qspiflash_qflexpress_divfive-p036,13,107566,822,0.007641819905918227
qspiflash_qflexpress_divfive-p036,14,115229,1285,0.011151706601636741
qspiflash_qflexpress_divfive-p036,15,122892,1023,0.00832438238453276
qspiflash_qflexpress_divfive-p036,16,130555,1119,0.00857110030255448
qspiflash_qflexpress_divfive-p036,17,138218,1372,0.00992634823250228
