instance_name,K,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size,cadical_solving_time
6s119,22,exponential,7408319,2216,,NA,NA,
6s119,23,exponential,7729601,2758,,NA,NA,
6s119,24,exponential,8050883,2768,,NA,NA,
6s120,1,linear,13696,2,6848.00,2,2,
6s120,2,linear,20515,3,6838.33,1,2,
6s120,3,linear,27334,454,60.21,2,329,
6s120,4,linear,34153,70,487.90,2,34,
6s120,5,linear,40972,1964,20.86,2,1301,
6s120,6,linear,47791,57785,0.83,2,30425,
6s120,7,linear,54610,98964,0.55,2,51765,
6s120,8,linear,61429,148004,0.42,2,71235,
6s120,9,linear,68248,430677,0.16,2,297023,
6s159,1,linear,9072,2,4536.00,2,2,
6s159,2,linear,13482,7,1926.00,2,5,
6s159,3,linear,17892,15,1192.80,2,9,
6s159,4,linear,22302,43,518.65,2,21,
6s159,5,linear,26712,66,404.73,2,25,
6s159,6,linear,31122,80,389.02,4,28,
6s159,7,linear,35532,118,301.12,4,32,
6s159,8,linear,39942,425,93.98,6,167,
6s159,9,linear,44352,701,63.27,18,199,
6s164,1,linear,6774,1,6774.00,1,1,
6s164,2,linear,10062,2,5031.00,1,1,
6s164,3,linear,13350,3,4450.00,1,1,
6s164,4,linear,16638,4,4159.50,1,1,
6s164,5,linear,19926,5,3985.20,1,1,
6s164,6,linear,23214,6,3869.00,1,1,
6s164,7,linear,26502,7,3786.00,1,1,
6s164,8,linear,29790,7648,3.90,8,6376,
6s164,9,linear,33078,9,3675.33,1,1,
6s202b41,1,linear,3066989,1,3066989.00,1,1,
6s202b41,2,linear,4566043,3,1522014.33,1,2,
6s202b41,3,linear,6065097,6,1010849.50,1,3,
6s202b41,4,linear,7564151,10,756415.10,1,4,
6s202b41,5,linear,9063205,5,1812641.00,1,1,
6s202b41,6,linear,10562259,19,555908.37,1,5,
6s202b41,7,linear,12061313,7,1723044.71,1,1,
6s202b41,8,linear,13560367,30,452012.23,1,6,
6s202b41,9,linear,15059421,9,1673269.00,1,1,
6s204b19,1,linear,1106578,1,1106578.00,1,1,
6s204b19,2,linear,1645374,3,548458.00,1,2,
6s204b19,3,linear,2184170,6,364028.33,1,3,
6s204b19,4,linear,2722966,19,143314.00,1,13,
6s204b19,5,linear,3261762,5,652352.40,1,1,
6s204b19,6,linear,3800558,75,50674.11,1,33,
6s204b19,7,linear,4339354,7,619907.71,1,1,
6s204b19,8,linear,4878150,178,27405.34,1,60,
6s204b19,9,linear,5416946,9,601882.89,1,1,
6s206rb025,1,linear,781737,1,781737.00,1,1,
6s206rb025,2,linear,1158284,3,386094.67,1,2,
6s206rb025,3,linear,1534831,6,255805.17,1,3,
6s206rb025,4,linear,1911378,11,173761.64,1,4,
6s206rb025,5,linear,2287925,14,163423.21,1,4,
6s206rb025,6,linear,2664472,19,140235.37,1,4,
6s206rb025,7,linear,3041019,22,138228.14,1,4,
6s206rb025,8,linear,3417566,27,126576.52,1,4,
6s206rb025,9,linear,3794113,30,126470.43,1,4,
6s206rb103,1,linear,781737,1,781737.00,1,1,
6s206rb103,2,linear,1158284,12,96523.67,4,8,
6s206rb103,3,linear,1534831,15,102322.07,4,7,
6s206rb103,4,linear,1911378,41,46618.98,4,16,
6s206rb103,5,linear,2287925,8,285990.62,1,4,
6s206rb103,6,linear,2664472,44,60556.18,4,11,
6s206rb103,7,linear,3041019,10,304101.90,1,4,
6s206rb103,8,linear,3417566,46,74294.91,4,9,
6s206rb103,9,linear,3794113,12,316176.08,1,4,
6s207rb28,1,linear,212630,1,212630.00,1,1,
6s207rb28,2,linear,317439,3,105813.00,1,2,
6s207rb28,3,linear,422248,6,70374.67,1,3,
6s207rb28,4,linear,527057,636,828.71,1,600,
6s207rb28,5,linear,631866,1504,420.12,1,864,
6s207rb28,6,linear,736675,2475,297.65,1,967,
6s209b0,1,linear,166099,8,20762.38,8,8,
6s209b0,2,linear,246269,7,35181.29,1,6,
6s209b0,3,linear,326439,17,19202.29,1,10,
6s209b0,4,linear,406609,11,36964.45,1,6,
6s209b0,5,linear,486779,62,7851.27,4,21,
6s209b0,6,linear,566949,17,33349.94,1,6,
6s209b0,7,linear,647119,108,5991.84,4,27,
6s209b0,8,linear,727289,151,4816.48,4,35,
6s209b0,9,linear,807459,178,4536.29,4,37,
6s215rb0,1,linear,57742,1,57742.00,1,1,
6s215rb0,2,linear,86080,16,5380.00,3,13,
6s215rb0,3,linear,114418,3,38139.33,1,1,
6s215rb0,4,linear,142756,55,2595.56,3,22,
6s215rb0,5,linear,171094,5,34218.80,1,1,
6s215rb0,6,linear,199432,152,1312.05,3,45,
6s215rb0,7,linear,227770,7,32538.57,1,1,
6s215rb0,9,linear,284446,9,31605.11,1,1,
6s216rb0,1,linear,57799,1,57799.00,1,1,
6s216rb0,2,linear,86164,4,21541.00,1,3,
6s216rb0,3,linear,114529,3,38176.33,1,1,
6s216rb0,4,linear,142894,12,11907.83,1,5,
6s216rb0,5,linear,171259,5,34251.80,1,1,
6s216rb0,6,linear,199624,48,4158.83,1,18,
6s216rb0,7,linear,227989,7,32569.86,1,1,
6s216rb0,8,linear,256354,17,15079.65,1,4,
6s216rb0,9,linear,284719,9,31635.44,1,1,
6s221rb14,1,linear,1405591,2,702795.50,2,2,
6s221rb14,2,linear,2087296,8,260912.00,2,6,
6s221rb14,3,linear,2769001,17,162882.41,2,9,
6s221rb14,4,linear,3450706,24,143779.42,2,9,
6s221rb14,5,linear,4132411,40,103310.27,2,13,
6s221rb14,6,linear,4814116,51,94394.43,2,14,
6s221rb14,7,linear,5495821,67,82027.18,2,14,
6s221rb14,8,linear,6177526,78,79199.05,2,14,
6s221rb14,9,linear,6859231,94,72970.54,2,14,
6s273b37,1,linear,459076,1,459076.00,1,1,
6s273b37,2,linear,680842,3,226947.33,1,2,
6s273b37,3,linear,902608,5,180521.60,1,2,
6s273b37,4,linear,1124374,7,160624.86,1,2,
6s273b37,5,linear,1346140,9,149571.11,1,2,
6s273b37,6,linear,1567906,11,142536.91,1,2,
6s273b37,7,linear,1789672,14,127833.71,1,3,
6s273b37,8,linear,2011438,16,125714.88,1,3,
6s273b37,9,linear,2233204,21,106343.05,1,4,
6s290,1,linear,657137,1,657137.00,1,1,
6s290,2,linear,978866,3,326288.67,1,2,
6s290,3,linear,1300595,5,260119.00,1,2,
6s290,4,linear,1622324,7,231760.57,1,2,
6s290,5,linear,1944053,9,216005.89,1,2,
6s290,6,linear,2265782,11,205980.18,1,2,
6s290,7,linear,2587511,13,199039.31,1,2,
6s290,8,linear,2909240,15,193949.33,1,2,
6s290,9,linear,3230969,17,190057.00,1,2,
6s306rb03,1,linear,270710,1,270710.00,1,1,
6s306rb03,2,linear,402072,3,134024.00,1,2,
6s306rb03,3,linear,533434,6,88905.67,1,3,
6s306rb03,4,linear,664796,12,55399.67,1,5,
6s306rb03,5,linear,796158,15,53077.20,1,5,
6s306rb03,6,linear,927520,26,35673.85,1,8,
6s306rb03,7,linear,1058882,29,36513.17,1,8,
6s306rb03,8,linear,1190244,43,27680.09,1,9,
6s306rb03,9,linear,1321606,32,41300.19,1,9,
6s307rb09,1,linear,225531,1,225531.00,1,1,
6s307rb09,2,linear,334884,3,111628.00,1,2,
6s307rb09,3,linear,444237,6,74039.50,1,3,
6s307rb09,4,linear,553590,10,55359.00,1,4,
6s307rb09,5,linear,662943,15,44196.20,1,5,
6s307rb09,6,linear,772296,22,35104.36,1,7,
6s307rb09,7,linear,881649,28,31487.46,1,7,
6s307rb09,8,linear,991002,41,24170.78,1,11,
6s307rb09,9,linear,1100355,47,23411.81,1,11,
6s309b046,1,exponential,324923,2,162461.50,2,2,
