instance_name,K,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size,cadical_solving_time
139463p0,7,linear,340839,7,48691.29,1,1,
139463p0,8,linear,383385,8,47923.12,1,1,
139463p0,9,linear,425931,9,47325.67,1,1,
139464p0,1,linear,120147,1,120147.00,1,1,
139464p0,2,linear,179937,2,89968.50,1,1,
139464p0,3,linear,239727,3,79909.00,1,1,
139464p0,4,linear,299517,4,74879.25,1,1,
139464p0,5,linear,359307,5,71861.40,1,1,
139464p0,6,linear,419097,6,69849.50,1,1,
139464p0,7,linear,478887,7,68412.43,1,1,
139464p0,8,linear,538677,8,67334.62,1,1,
139464p0,9,linear,598467,9,66496.33,1,1,
6s119,1,exponential,661397,2,330698.50,2,2,
6s119,2,exponential,982679,3,327559.67,1,2,
6s119,3,exponential,1303961,9,144884.56,2,4,
6s119,4,exponential,1625243,14,116088.79,2,5,
6s119,5,exponential,1946525,18,108140.28,1,5,
6s119,6,exponential,2267807,38,59679.13,1,9,
6s119,7,exponential,2589089,56,46233.73,2,11,
6s119,8,exponential,2910371,347,8387.24,12,60,
6s119,9,exponential,3231653,1315,2457.53,1,288,
6s119,10,exponential,3552935,1380,2574.59,1,298,
6s119,11,exponential,3874217,1467,2640.91,1,309,
6s119,12,exponential,4195499,1614,2599.44,1,333,
6s119,13,exponential,4516781,2648,1705.73,1,347,
6s119,14,exponential,4838063,2830,1709.56,1,349,
6s119,15,exponential,5159345,3014,1711.79,1,351,
6s119,16,exponential,5480627,3200,1712.70,1,353,
6s119,17,exponential,5801909,4527,1281.62,1,558,
6s119,18,exponential,6123191,4888,,NA,NA,
6s119,19,exponential,6444473,4520,,NA,NA,
6s119,20,exponential,6765755,4182,,NA,NA,
6s119,21,exponential,7087037,2208,,NA,NA,
