instance_name,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size
gen39,linear,182625,2411,75.75,32,1258,success (10/10),not available,not available,,not available,not available,
intel001,linear,7989,680,11.75,1,171,success (10/10),not available,not available,,not available,not available,
intel037,linear,2393345,22,108788.41,1,3,success (10/10),not available,not available,,not available,not available,
intel038,linear,3299539,15,219969.27,1,2,success (10/10),not available,not available,,not available,not available,
intel039,linear,3413385,15,227559.00,1,2,success (10/10),not available,not available,,not available,not available,
intel042,linear,3292373,15,219491.53,1,2,success (10/10),not available,not available,,not available,not available,
intel056,linear,79539,38485,,NA,NA,partial done (8/10),not available,not available,,not available,not available,
intel057,linear,109250,3773,28.96,1,2266,success (10/10),not available,not available,,not available,not available,
intel061,linear,81757,23,3554.65,1,9,success (10/10),not available,not available,,not available,not available,
kenflashp01,linear,40779,66,617.86,2,10,success (10/10),not available,not available,,not available,not available,
kenflashp03,linear,123438,7,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
kenflashp04,linear,52271,47,1112.15,2,5,success (10/10),not available,not available,,not available,not available,
kenflashp07,linear,52271,47,1112.15,2,5,success (10/10),not available,not available,,not available,not available,
kenflashp08,linear,52071,47,1107.89,2,5,success (10/10),not available,not available,,not available,not available,
kenflashp09,linear,164731,16,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
kenflashp10,linear,164269,not started,,NA,NA,not started,not available,not available,,not available,not available,
kenflashp13,linear,36967,not started,,NA,NA,not started,not available,not available,,not available,not available,
marlann_compute_cp_fail1-p2,linear,121816,182,669.32,2,79,success (10/10),not available,not available,,not available,not available,
marlann_compute_cp_fail2-p0,linear,120661,10,12066.10,1,1,success (10/10),not available,not available,,not available,not available,
marlann_compute_cp_pass-p2,linear,121849,269,452.97,2,137,success (10/10),not available,not available,,not available,not available,
mentorbm1or,linear,1050411,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
mentorbm1p01,linear,1050015,327,3211.06,1,46,success (10/10),not available,not available,,not available,not available,
mentorbm1p07,linear,1050015,224,4687.57,1,56,success (10/10),not available,not available,,not available,not available,
mul7,linear,8729240,not started,,NA,NA,not started,not available,not available,,not available,not available,
mul9,linear,568836,not started,,NA,NA,not started,not available,not available,,not available,not available,
mutexp0,linear,5300,not started,,NA,NA,not started,not available,not available,,not available,not available,
ndista128,linear,2686,53,50.68,1,8,success (10/10),not available,not available,,not available,not available,
ndista262144,linear,4512,55,82.04,1,10,success (10/10),not available,not available,,not available,not available,
neclaftp1002,linear,2099552,31690,66.25,1,6965,success (10/10),not available,not available,,not available,not available,
neclaftp2001,linear,1283715,33502,38.32,1,4737,success (10/10),not available,not available,,not available,not available,
neclaftp2002,linear,1283715,34338,37.38,1,4737,success (10/10),not available,not available,,not available,not available,
neclaftp4001,linear,256646,27,9505.41,1,3,success (10/10),not available,not available,,not available,not available,
neclaftp4002,linear,256646,6291,40.80,1,1001,success (10/10),not available,not available,,not available,not available,
neclaftp5001,linear,1935,1,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
neclatcas1a001,linear,99605,1924,51.77,1,255,success (10/10),not available,not available,,not available,not available,
nusmvguidancep1,linear,57374,213,269.36,3,80,success (10/10),not available,not available,,not available,not available,
nusmvreactorp1,linear,40467,not started,,NA,NA,not started,not available,not available,,not available,not available,
nusmvreactorp3,linear,40566,9,,NA,NA,partial done (5/10),not available,not available,,not available,not available,
nusmvsyncarb5p2,linear,1759,40,43.98,4,4,success (10/10),not available,not available,,not available,not available,
nusmvtcasp2,linear,89042,113,787.98,3,31,success (10/10),not available,not available,,not available,not available,
