instance_name,category,formula_size,proofdoor_size,formula-pd-size-ratio,smallest_interpolant_size,largest_interpolant_size
texaspimainp01,linear,263843,296,891.36,1,86,success (10/10),not available,not available,,not available,not available,
vcegar_QF_BV_ar,linear,995002,5087,195.60,4,2496,success (10/10),not available,not available,,not available,not available,
vgasim_imgfifo-p047,linear,150503,101,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
vgasim_imgfifo-p064,linear,152087,446,341.00,2,285,success (10/10),not available,not available,,not available,not available,
vgasim_imgfifo-p082,linear,150998,935,161.50,2,249,success (10/10),not available,not available,,not available,not available,
vgasim_imgfifo-p093,linear,151856,107,1419.21,2,18,success (10/10),not available,not available,,not available,not available,
vgasim_imgfifo-p099,linear,151031,1726,87.50,2,478,success (10/10),not available,not available,,not available,not available,
vis_arrays_am2910_p2,linear,6718,96,69.98,1,29,success (10/10),not available,not available,,not available,not available,
viscoherencep2,linear,53266,667,79.86,2,245,success (10/10),not available,not available,,not available,not available,
viselevatorp1,linear,36769,3,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
viselevatorp2,linear,36802,not started,,NA,NA,not started,not available,not available,,not available,not available,
viselevatorp3,linear,37000,50,740.00,3,12,success (10/10),not available,not available,,not available,not available,
visemodel,linear,10410,3,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
visprodcellp01,linear,92676,55,,NA,NA,partial done (6/10),not available,not available,,not available,not available,
zipcpu-busdelay-p15,linear,97894,4473,,NA,NA,partial done (6/10),not available,not available,,not available,not available,
zipcpu-busdelay-p43,linear,97894,1672,58.55,3,540,success (10/10),not available,not available,,not available,not available,
zipcpu-pfcache-p13,linear,664559,375,,NA,NA,partial done (7/10),not available,not available,,not available,not available,
zipcpu-pfcache-p20,linear,664559,112,,NA,NA,partial done (5/10),not available,not available,,not available,not available,
zipcpu-pfcache-p22,linear,664559,26829,,NA,NA,partial done (9/10),not available,not available,,not available,not available,
zipcpu-pfcache-p27,linear,664559,32,,NA,NA,partial done (3/10),not available,not available,,not available,not available,
zipcpu-pfcache-p28,linear,664559,112,,NA,NA,partial done (5/10),not available,not available,,not available,not available,
zipcpu-zipmmu-p09,linear,159521,2074,,NA,NA,partial done (4/10),not available,not available,,not available,not available,
zipcpu-zipmmu-p14,linear,153119,7865,,NA,NA,partial done (9/10),not available,not available,,not available,not available,
zipcpu-zipmmu-p39,linear,153119,18481,,NA,NA,partial done (8/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p00,linear,91543,3,,NA,NA,partial done (2/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p07,linear,92599,66,,NA,NA,partial done (5/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p11,linear,91642,5,,NA,NA,partial done (1/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p15,linear,91576,447,204.87,3,180,success (10/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p17,linear,91576,224,408.82,3,50,success (10/10),not available,not available,,not available,not available,
zipversa_composecrc_prf-p22,linear,92566,4755,,NA,NA,partial done (6/10),not available,not available,,not available,not available,
