instance_name,best_model,best_r2_score
oski15a14b33s,polynomial,0.9821554781848888
6s342rb131,linear,0.9977694748542435
zipcpu-zipmmu-p02,polynomial,0.9891906241351929
6s309b034,polynomial,0.9488087817661675
zipcpu-zipmmu-p00,polynomial,0.987853454206099
cal119,exponential,0.999948628558349
pdtswvtms12x8p1,polynomial,0.992802517016698
cal107,polynomial,0.988079728669787
picorv32-check-p09,polynomial,0.9866358163334276
bobsmi2c,polynomial,0.9941657148191465
pdtvisvsar22,linear,0.9976263569071754
vis_arrays_am2901,exponential,0.9932487141599264
rast-p01,linear,0.948481999783245
qspiflash_dualflexpress_divthree-p034,exponential,0.9974511338760773
qspiflash_dualflexpress_divthree-p069,polynomial,0.9957846748198869
cmugigamax,polynomial,0.9755467271721688
arbitrated_top_n5_w8_d32_e0,exponential,0.9893064351332017
pj2016,linear,0.9415776720815745
139444p22,linear,-1.0
zipcpu-pfcache-p28,linear,0.999354916884526
texaspimainp05,polynomial,0.9752706035712978
oski15a01b45s,linear,0.9987111027484363
pdtpmstwo,polynomial,0.9319040623096357
intel063,polynomial,0.9956295456853091
oski15a08b08s,polynomial,0.9584995041043223
oski15a14b25s,linear,0.9638411698895196
6s344rb054,linear,0.9995758405834329
6s385rb444,linear,0.9973638629546355
oski15a08b03s,linear,-1.0
mentorbm1p07,linear,0.9337201901641805
oski15a14b09s,linear,0.9994773815434222
rast-p03,linear,0.944880342394712
bobsynthor,linear,-1.0
oski15a01b05s,linear,0.998965088435008
beemlmprt8f1,exponential,0.9937099243173286
bj08amba5g62,linear,0.9939988947523568
oski15a01b43s,linear,0.9915967879476976
oski15a01b77s,linear,0.9984098577305393
bobtuint17neg,polynomial,0.9601468968619877
eijks820,polynomial,0.9939721535916578
eijks444,exponential,0.9845516948288553
qspiflash_qflexpress_divfive-p107,exponential,0.9650833896041953
neclaftp2001,linear,0.9339779434089068
paper_v3,polynomial,0.9952866793371261
arbitrated_top_n4_w64_d32_e0,polynomial,0.9916027681687736
beemextnc3f1,exponential,0.997417268751397
shift_register_top_w64_d8_e0,exponential,0.9903185038601773
139442p0,linear,0.9988412362768513
viscoherencep3,polynomial,0.9800992554278236
intel026,polynomial,0.9923820303613538
6s404rb4,polynomial,0.9812228033571033
cal4,exponential,0.9890179036622465
arbitrated_top_n4_w16_d64_e0,exponential,0.9809661664732977
dspfilters_fastfir_second-p04,linear,0.9934357225622885
cal125,exponential,0.99971894678777
6s38,polynomial,0.9943299010007138
power2eq2048,polynomial,0.996641530661534
qspiflash_qflexpress_divfive-p079,polynomial,0.9844998247799885
marlann_compute_cp_pass-p2,linear,0.998610912347526
rast-p00,polynomial,0.9868542909633508
mul9,linear,-1.0
cal99,exponential,0.999803304702688
beemlifts2b1,polynomial,0.9811300712383488
qspiflash_dualflexpress_divfive-p128,linear,0.9617545509680178
prodcellp0neg,linear,0.9950658421529891
texaspimainp01,linear,0.9240244931231595
qspiflash_dualflexpress_divfive-p050,polynomial,0.9852361348923884
pdtpmsarbiter,polynomial,0.994742332355125
oski15a07b1s,None,
6s13,exponential,0.9996617162047725
intel007,polynomial,0.9768706095120528
nusmvreactorp3,linear,0.9707303693465401
pdtpmsrotate32,linear,0.9724034846419486
6s215rb0,linear,0.9578587699316629
6s194,polynomial,0.9922691491432805
power2sum256,polynomial,0.9887445949339451
pdtvisns3p02,polynomial,0.9755274017153118
qspiflash_dualflexpress_divfive-p133,polynomial,0.9857006417526553
kenflashp08,linear,0.9978146764194713
qspiflash_dualflexpress_divthree-p124,polynomial,0.9865617268705599
dspfilters_fastfir_second-p21,linear,0.9956059814480505
139453p0,linear,0.9964444827561602
qspiflash_dualflexpress_divthree-p046,linear,0.9530707780234692
nusmvreactorp6,polynomial,0.9726483794755175
bobsmdct,linear,0.9574630880248881
oski15a01b01s,linear,0.9895754014236053
picorv32_mutCY_nomem-p0,exponential,0.9996920656543501
anderson,None,
zipversa_composecrc_prf-p11,linear,0.9956403458030931
pdtswvsam6x8p1,linear,0.9803923367938524
bobunr2p10d40l,linear,0.9760029768564769
beemadd4b1,exponential,0.9967155529492184
zipcpu-zipmmu-p09,linear,0.9986847553768804
beemmsmie1f1,exponential,0.9928398378538643
circular_pointer_top_w8_d16_e0,exponential,0.9915628626587925
oski15a01b10s,linear,0.9989677536827368
eijks1238,linear,0.9887446338161309
cal143,exponential,0.9967213775828389
shift_register_top_w32_d16_e0,exponential,0.9896116587018547
bj08vendingcycle,linear,-1.0
oski15a01b71s,linear,0.9799145572840016
arbitrated_top_n4_w8_d64_e0,polynomial,0.9913146228478841
6s120,linear,0.9578095946534442
cal35,linear,0.9367121398229706
vgasim_imgfifo-p047,linear,0.9738347382300163
6s401rb051,polynomial,0.9205878660325078
buggy_ridecore,exponential,0.9987331061165061
ndista128,linear,0.9669530733641771
oc8051gm68addr,polynomial,0.9762199900292909
rast-p19,linear,0.9663559428481225
6s374b114,polynomial,0.9801837408357413
intel047,polynomial,0.9797627342850328
pj2010,linear,0.9516398525643086
msmie,None,
qspiflash_dualflexpress_divfive-p097,polynomial,0.9959220091161659
bobtuint22neg,polynomial,0.9918906978293167
qspiflash_qflexpress_divfive-p064,polynomial,0.9936712853022964
bj08aut82,linear,0.962501009391925
shift1add262144,linear,0.951323942681643
pdtvisvsa16a10,linear,0.9962168963006206
bobsynthand,linear,0.999170279169889
oski15a01b39s,linear,-1.0
pj2018,linear,0.9165814730635626
shift_register_top_w32_d8_e0,polynomial,0.9870886458773687
arbitrated_top_n2_w8_d32_e0,exponential,0.9824751422230938
intel017,polynomial,0.9805626680745086
intel045,polynomial,0.9554705954996663
zipversa_composecrc_prf-p22,linear,0.9733895247658945
bob12s09,exponential,0.9999852997234295
6s329rb20,polynomial,0.9808246238951123
6s7,exponential,0.9904639383083796
6s218b2950,polynomial,0.9452276021924194
6s326rb08,linear,0.9993389375634938
productioncellp0,linear,0.9964138854485745
arbitrated_top_n3_w8_d16_e0,exponential,0.9953403383923816
6s309b046,exponential,0.9688994584529343
pdtpmss1269b,linear,0.9870486708522394
oski15a14b32s,linear,0.9924555370673385
zipcpu-busdelay-p30,polynomial,0.98555494277517
shift_register_top_w16_d64_e0,exponential,0.9853334986112002
6s271rb079,polynomial,0.9779392145856383
